ID,action_noise
91484,35.10992273814362
98763,36.27965728329829
33708,70.11570966230072
51325,41.85340299846381
42292,37.26147690987745
43580,60.43785330841365
14189,45.00324112192733
19737,41.45166843689795
56864,60.86869574105259
66473,49.304812589941136
67590,50.30192607116502
97388,36.89723424199936
26365,44.07505299057234
62686,53.05582803373865
31601,39.1875470651225
