ID,goal,goal_type,first_move,utility,literal_prob,prag_prob,literal_better_than,prag_better_than,len_literal,len_prag
68825,uncover green all,uncover,"(87, 68)",1,0.0223763185960649,0.0109157614252775,266,268,306,306
68825,cover red all,cover,"(87, 70)",1,0.0119914683661681,0.0092845843781884,228,269,306,306
68825,move red B1,move,"(95, 60)",1,0.019877733895625,0.0251497824138826,261,303,306,306
68825,clear nocolor C1,clear,"(86, 89)",1,0.0194837449441209,0.0168885173607676,261,279,306,306
13662,cover green all,cover,"(63, 46)",0,0.0002389820277748,0.0006985000021125,9,168,289,289
13662,uncover red all,uncover,"(64, 106)",1,0.0183700556203238,0.0033348918888482,239,246,289,289
13662,cover blue all,cover,"(105, 89)",1,0.0141566521747194,0.1810458476195516,224,286,289,289
13662,clear nocolor A1,clear,"(56, 77)",1,0.0195844243929611,0.008880636691808,244,282,289,289
13662,clear nocolor C,clear,"(84, 79)",1,0.0154450262169108,0.0051227405272346,229,245,289,289
13662,fill nocolor A2,fill,"(60, 77)",1,0.0208057428868992,0.0041795944272204,247,251,289,289
13662,move green A2,move,"(64, 77)",1,0.0274664706086479,0.0049836137246227,258,270,289,289
13662,uncover blue all,uncover,"(64, 106)",1,0.0226766934866476,0.0042567467180834,249,256,289,289
13662,fill nocolor C2,fill,"(56, 106)",1,0.0194521670438785,0.0041850382231549,244,255,289,289
13662,move green C,move,"(64, 86)",1,0.0213059012200184,0.0041788955374845,247,253,289,289
29690,fill nocolor C1,fill,"(54, 84)",1,0.0201021380854796,0.0091826125695704,233,233,272,272
29690,cover red all,cover,"(54, 42)",1,0.0148466885208065,0.0094829312890724,214,216,272,272
29690,clear nocolor C2,clear,"(105, 84)",1,0.0179446654651791,0.0112250099299957,227,240,272,272
29690,uncover blue all,uncover,"(85, 89)",1,0.0145991262746257,0.011632947260287,212,246,272,272
29690,uncover red all,uncover,"(75, 92)",1,0.017572240565682,0.0091347864048402,224,228,272,272
29690,fill nocolor C2,fill,"(62, 89)",1,0.0201021380854796,0.0094307757149978,233,233,272,272
29690,cover blue all,cover,"(85, 89)",-1,7.024627290001875e-05,0.0002523233514962,0,22,272,272
29690,clear nocolor C1,clear,"(85, 99)",1,0.0179446654651791,0.0087927692187221,227,230,272,272
29690,move red A,move,"(60, 92)",1,0.0245571356789293,0.014532542191466,242,247,272,272
29690,move red C,move,"(62, 89)",1,0.0237362745782306,0.0112406245120217,240,240,272,272
92567,uncover green all,uncover,"(76, 95)",1,0.02,0.0087969925175738,222,239,272,272
92567,move red A,move,"(79, 74)",1,0.0185185185185185,0.0157786980656502,218,245,272,272
92567,move green B1,move,"(89, 60)",1,0.0277777777777777,0.0232885026498759,236,259,272,272
92567,clear nocolor A,clear,"(57, 60)",1,0.0166666666666666,0.0107736159613785,212,227,272,272
92567,fill nocolor A2,fill,"(63, 95)",1,0.0238095238095238,0.0068596292369482,230,230,272,272
92567,clear nocolor A2,clear,"(57, 55)",1,0.0333333333333333,0.0172337283942753,242,249,272,272
92567,uncover blue all,uncover,"(57, 74)",1,0.02,0.0101831235046566,222,230,272,272
92567,cover blue all,cover,"(80, 60)",1,0.0192307692307692,0.0184703344148789,220,260,272,272
92567,fill nocolor B2,fill,"(80, 64)",1,0.0256410256410256,0.0230597882743608,233,255,272,272
92567,cover green all,cover,"(85, 71)",1,0.0175438596491228,0.0222969472439536,215,267,272,272
96815,move green B2,move,"(56, 101)",1,0.0263157894736842,0.0132072039260272,251,265,289,289
96815,uncover green all,uncover,"(81, 101)",1,0.0277777777777777,0.0140485902141621,253,269,289,289
96815,fill nocolor A2,fill,"(81, 76)",1,0.0238095238095238,0.0147957746640171,247,254,289,289
96815,cover blue all,cover,"(81, 60)",1,0.0140845070422535,0.0158996398779847,218,279,289,289
96815,clear nocolor A2,clear,"(95, 101)",1,0.0222222222222222,0.0128686582635787,244,260,289,289
96815,move red C,move,"(100, 88)",1,0.027027027027027,0.0306733714677736,252,280,289,289
96815,uncover red all,uncover,"(73, 72)",1,0.025,0.0332095241162541,249,286,289,289
96815,clear nocolor B,clear,"(78, 76)",1,0.0166666666666666,0.0065630793618628,229,234,289,289
96815,fill nocolor C2,fill,"(86, 89)",1,0.0238095238095238,0.0180712151287789,247,273,289,289
96815,cover red all,cover,"(78, 39)",1,0.0135135135135134,0.0075836096594335,215,234,289,289
85609,move blue B2,move,"(54, 100)",1,0.0169491525423728,0.004730620755326,179,182,238,238
85609,clear nocolor C1,clear,"(68, 107)",1,0.0222222222222222,0.0055766949138432,193,199,238,238
85609,clear nocolor B,clear,"(80, 77)",1,0.0277777777777777,0.0056067141524142,202,203,238,238
85609,cover red all,cover,"(84, 85)",1,0.02,0.0237032262921169,188,234,238,238
85609,cover green all,cover,"(95, 40)",1,0.0192307692307692,0.15159369391429,186,235,238,238
85609,fill nocolor A1,fill,"(57, 55)",1,0.0303030303030302,0.0069367723952827,205,214,238,238
85609,move red A2,move,"(73, 77)",1,0.0222222222222222,0.0060713372803775,193,218,238,238
85609,uncover green all,uncover,"(73, 77)",1,0.02,0.0055161623451321,188,220,238,238
85609,fill nocolor C2,fill,"(68, 107)",1,0.0277777777777777,0.0064794869420385,202,217,238,238
85609,uncover red all,uncover,"(54, 97)",1,0.0222222222222222,0.0051477119268095,193,198,238,238
26316,cover red all,cover,"(93, 55)",1,0.0169491525423728,0.0192679893063127,230,274,289,289
26316,clear nocolor C,clear,"(84, 54)",1,0.0138888888888888,0.0174100963524524,217,280,289,289
26316,uncover blue all,uncover,"(58, 54)",1,0.0277777777777777,0.0082096178576799,253,265,289,289
26316,cover blue all,cover,"(58, 75)",1,0.0126582278481012,0.0040128965548139,210,223,289,289
26316,fill nocolor B2,fill,"(79, 81)",1,0.0238095238095238,0.0290029818641283,247,280,289,289
26316,uncover red all,uncover,"(82, 81)",1,0.0166666666666666,0.0300209804142284,229,280,289,289
26316,fill nocolor A2,fill,"(73, 75)",1,0.0238095238095238,0.0190709900876597,247,270,289,289
26316,move green B2,move,"(72, 81)",1,0.0344827586206896,0.0111097654412756,260,269,289,289
26316,clear nocolor B1,clear,"(96, 54)",1,0.0222222222222222,0.0390187982143528,244,283,289,289
26316,move red C1,move,"(87, 85)",1,0.037037037037037,0.0607356738164446,262,283,289,289
40168,fill nocolor B2,fill,"(83, 100)",0,0.0023856784033772,0.0022506078052467,30,65,289,289
40168,fill nocolor A2,fill,"(75, 76)",0,0.002516693883022,0.0022602032661975,45,85,289,289
40168,move green C,move,"(83, 68)",1,0.0115472068520585,0.0063876534162366,245,245,289,289
40168,clear nocolor C2,clear,"(87, 100)",1,0.0107542196134647,0.0063402559634562,244,258,289,289
40168,uncover green all,uncover,"(83, 59)",-1,0.0005854387736893,0.001399662309347,0,0,289,289
40168,cover blue all,cover,"(75, 74)",1,0.0082866009427654,0.005172759810056,210,225,289,289
40168,cover red all,cover,"(67, 88)",0,0.0018798790648264,0.0021781315886785,34,111,289,289
40168,uncover blue all,uncover,"(83, 100)",1,0.0142879475116987,0.010637124836862,259,279,289,289
40168,clear nocolor B,clear,"(99, 84)",1,0.0100682533885478,0.009345722546341,229,264,289,289
40168,move red A,move,"(78, 76)",1,0.0117132672097264,0.0072299898580525,245,261,289,289
51310,move green B,move,"(105, 42)",1,0.0166666666666666,0.0072793526117771,212,266,272,272
51310,uncover green all,uncover,"(74, 72)",1,0.0158730158730158,0.0064173045318163,209,266,272,272
51310,uncover red all,uncover,"(61, 62)",1,0.0303030303030302,0.2002257543036162,239,270,272,272
51310,move blue B,move,"(74, 42)",1,0.0333333333333333,0.0096854597062191,242,257,272,272
51310,clear nocolor C,clear,"(67, 81)",1,0.0138888888888888,0.0041508889850551,200,208,272,272
51310,fill nocolor C1,fill,"(88, 66)",1,0.0256410256410256,0.0136156992984483,233,267,272,272
51310,cover red all,cover,"(60, 43)",1,0.0135135135135134,0.0004236767818134,198,218,272,272
51310,clear nocolor C2,clear,"(88, 66)",1,0.0222222222222221,0.0106671021925935,227,262,272,272
51310,cover green all,cover,"(61, 42)",1,0.0333333333333333,0.0181173412486316,242,269,272,272
51310,fill nocolor C2,fill,"(67, 89)",1,0.0256410256410256,0.0062653146166085,233,243,272,272
50933,fill nocolor B2,fill,"(80, 99)",1,0.0107989487129,0.0066455127722571,244,256,289,289
50933,move red A,move,"(80, 74)",1,0.0118527221897041,0.0072912908820524,245,249,289,289
50933,uncover red all,uncover,"(76, 73)",1,0.0130155952477575,0.0105336793331902,249,276,289,289
50933,clear nocolor B2,clear,"(82, 79)",1,0.0127712589097706,0.014346854617395,259,271,289,289
50933,fill nocolor C2,fill,"(82, 87)",1,0.0114012106638514,0.007251004375045,247,257,289,289
50933,cover green all,cover,"(92, 58)",0,0.0023507459247063,0.0023904725377087,53,216,289,289
50933,uncover green all,uncover,"(91, 62)",-1,0.0005429265786825,0.0014875109604644,0,53,289,289
50933,move blue B,move,"(82, 74)",0,0.0025191275378412,0.0022485715657332,80,125,289,289
50933,cover blue all,cover,"(82, 74)",0,0.0014609503373606,0.0019108601983698,19,49,289,289
50933,clear nocolor A2,clear,"(59, 79)",1,0.0110411663542557,0.0064196304308023,244,250,289,289
37196,move green A1,move,"(78, 74)",1,0.0308056756202621,0.0050786993665244,262,273,289,289
37196,fill nocolor C2,fill,"(82, 83)",0,0.0006031346895147,0.0033765860331503,45,240,289,289
37196,clear nocolor A,clear,"(55, 104)",1,0.0130864936926174,0.0037116611391985,217,229,289,289
37196,cover blue all,cover,"(66, 85)",1,0.0085071112723656,0.0025275674460076,176,217,289,289
37196,uncover green all,uncover,"(82, 104)",1,0.0225300017032827,0.0041716486472251,249,262,289,289
37196,fill nocolor A2,fill,"(55, 59)",1,0.020890075729793,0.0040733761727974,247,251,289,289
37196,move blue C1,move,"(92, 104)",1,0.0275984565247654,0.0084364541518669,258,286,289,289
37196,clear nocolor A1,clear,"(55, 59)",1,0.0196590646850068,0.0040890401773491,244,261,289,289
37196,cover green all,cover,"(76, 36)",1,0.0118892233029298,0.0028317912771246,210,258,289,289
37196,uncover red all,uncover,"(76, 57)",1,0.0149125377505377,0.0047895588054264,226,286,289,289
79463,uncover blue all,uncover,"(61, 80)",1,0.0227272727272727,0.0152145003240471,262,276,306,306
79463,move blue A2,move,"(84, 77)",1,0.04,0.0474335706633293,281,300,306,306
79463,fill nocolor C1,fill,"(88, 85)",1,0.0222222222222222,0.0232957125573836,261,304,306,306
79463,clear nocolor B,clear,"(61, 73)",1,0.0138888888888888,0.0046323612043277,234,234,306,306
79463,uncover red all,uncover,"(87, 89)",1,0.0333333333333333,0.0145637196213125,276,279,306,306
79463,fill nocolor B1,fill,"(99, 80)",1,0.0222222222222222,0.0122056073120045,261,269,306,306
79463,move red C,move,"(61, 85)",1,0.0277777777777777,0.0097567679992921,270,270,306,306
79463,clear nocolor A,clear,"(58, 80)",1,0.0138888888888888,0.0088025535506206,234,236,306,306
79463,cover red all,cover,"(54, 73)",1,0.01,0.0095088921117649,206,271,306,306
79463,cover green all,cover,"(61, 80)",1,0.0114942528735632,0.0071055059762711,219,223,306,306
27392,move blue A,move,"(81, 75)",1,0.027027027027027,0.0121844243812431,235,239,272,272
27392,fill nocolor B2,fill,"(97, 82)",1,0.0256410256410256,0.0141800190346965,233,242,272,272
27392,cover green all,cover,"(88, 53)",1,0.0151515151515151,0.0088552485140522,206,218,272,272
27392,uncover blue all,uncover,"(55, 59)",1,0.0333333333333333,0.0239397995636953,242,255,272,272
27392,uncover green all,uncover,"(84, 82)",1,0.0227272727272727,0.0182668317664957,228,252,272,272
27392,move red B,move,"(77, 96)",1,0.0227272727272727,0.0187793592017306,228,255,272,272
27392,clear nocolor A2,clear,"(77, 96)",1,0.0222222222222222,0.0117641330188459,227,227,272,272
27392,clear nocolor C1,clear,"(84, 82)",1,0.0222222222222222,0.0133858278438256,227,232,272,272
27392,fill nocolor C1,fill,"(83, 86)",1,0.0256410256410256,0.0098093672261246,233,234,272,272
27392,cover red all,cover,"(83, 82)",1,0.0192307692307692,0.0120828486324065,220,231,272,272
80393,cover blue all,cover,"(78, 79)",1,0.0178571428571428,0.016520217598433,216,258,272,272
80393,uncover red all,uncover,"(67, 83)",1,0.0181818181818181,0.0063672125462614,217,227,272,272
80393,clear nocolor C2,clear,"(87, 84)",1,0.0222222222222222,0.0201317280745704,227,256,272,272
80393,move green A1,move,"(77, 72)",1,0.037037037037037,0.0383518054013585,245,264,272,272
80393,cover green all,cover,"(78, 59)",1,0.0124999999999999,0.0242272577117118,192,260,272,272
80393,fill nocolor C2,fill,"(68, 71)",1,0.0256410256410256,0.0096352434137573,233,234,272,272
80393,fill nocolor A1,fill,"(57, 72)",1,0.0256410256410256,0.010224568826014,233,238,272,272
80393,clear nocolor B,clear,"(78, 94)",1,0.0166666666666666,0.0092072385417479,212,220,272,272
80393,move green B2,move,"(67, 82)",1,0.0399999999999999,0.0371529764937035,247,262,272,272
80393,uncover green all,uncover,"(73, 72)",1,0.0227272727272727,0.0310292774691919,228,266,272,272
94317,move blue B,move,"(56, 61)",1,0.0192307692307692,0.006773950901947,203,249,255,255
94317,cover green all,cover,"(72, 73)",1,0.0151515151515151,0.0016217607855572,189,214,255,255
94317,cover red all,cover,"(56, 75)",1,0.024390243902439,0.0052399318151014,214,229,255,255
94317,uncover red all,uncover,"(72, 73)",1,0.02,0.0055111991233943,205,242,255,255
94317,clear nocolor C,clear,"(84, 83)",1,0.0208333333333333,0.005000631411071,207,219,255,255
94317,fill nocolor C2,fill,"(63, 106)",1,0.0238095238095238,0.0043763529577613,213,213,255,255
94317,clear nocolor B1,clear,"(80, 45)",1,0.0222222222222222,0.0095137826539074,210,249,255,255
94317,fill nocolor A1,fill,"(76, 73)",1,0.0277777777777777,0.0056472425133713,219,230,255,255
94317,move blue C,move,"(56, 66)",1,0.0161290322580645,0.0045604347521753,193,201,255,255
94317,uncover green all,uncover,"(56, 54)",1,0.037037037037037,0.0084585868299166,228,254,255,255
70176,fill nocolor C1,fill,"(88, 85)",1,0.0277777777777777,0.0323002926153855,219,250,255,255
70176,fill nocolor A1,fill,"(57, 54)",1,0.0277777777777777,0.0047319754031715,219,225,255,255
70176,move blue A2,move,"(74, 77)",1,0.0344827586206896,0.0464561161592909,226,252,255,255
70176,clear nocolor A1,clear,"(73, 97)",1,0.0222222222222222,0.0054259695909322,210,225,255,255
70176,uncover blue all,uncover,"(72, 55)",1,0.025,0.0011497749930541,215,233,255,255
70176,cover red all,cover,"(95, 40)",1,0.0344827586206896,0.9943144735944032,226,254,255,255
70176,clear nocolor B2,clear,"(82, 97)",1,0.0222222222222222,0.0055922479313677,210,226,255,255
70176,uncover green all,uncover,"(80, 97)",1,0.037037037037037,0.0256011864548542,228,253,255,255
70176,move red A,move,"(71, 55)",1,0.037037037037037,0.0227955307681129,228,246,255,255
70176,cover green all,cover,"(74, 54)",1,0.0151515151515151,0.199707334271728,189,250,255,255
53968,cover blue all,cover,"(86, 106)",0,0.0005296201103673,0.0005535076479625,53,73,272,272
53968,clear nocolor B1,clear,"(97, 106)",1,0.0200134743340223,0.0127986678335035,227,242,272,272
53968,fill nocolor C1,fill,"(65, 85)",1,0.0227425316114298,0.0096918544422932,233,236,272,272
53968,move green A1,move,"(58, 90)",1,0.0504196259377246,0.0139839490385815,257,257,272,272
53968,cover green all,cover,"(59, 40)",1,0.0102944073089845,0.0163572918120726,179,270,272,272
53968,uncover blue all,uncover,"(63, 79)",1,0.0173907350284827,0.016234700973233,218,250,272,272
53968,uncover green all,uncover,"(78, 90)",1,0.0269879123719882,0.0199224786092133,239,257,272,272
53968,move blue C1,move,"(105, 84)",1,0.0154984374613322,0.0156086027891618,211,261,272,272
53968,clear nocolor C,clear,"(86, 60)",1,0.0156539871628221,0.0096374485289688,212,214,272,272
53968,fill nocolor B1,fill,"(75, 79)",1,0.0227425316114298,0.0235827087816628,233,251,272,272
73406,fill nocolor C2,fill,"(55, 88)",1,0.0208724495835016,0.0126373875640985,247,253,289,289
73406,cover red all,cover,"(55, 61)",0,0.0003030935209945,0.0005246796156808,30,62,289,289
73406,move red A,move,"(79, 75)",1,0.0164939970572212,0.0123275167110086,233,253,289,289
73406,uncover red all,uncover,"(55, 75)",1,0.0357787517051523,0.0205384612490087,265,273,289,289
73406,move blue A,move,"(83, 75)",1,0.0236759882268821,0.0203217107463939,252,270,289,289
73406,clear nocolor A,clear,"(76, 78)",1,0.0154739505750989,0.0107748855210016,229,249,289,289
73406,uncover blue all,uncover,"(74, 37)",1,0.0225144885361643,0.0189455072367268,249,277,289,289
73406,clear nocolor A1,clear,"(55, 75)",1,0.0196434671553061,0.0087321057767896,244,247,289,289
73406,fill nocolor A1,fill,"(76, 56)",1,0.0208724495835016,0.0142037138574738,247,260,289,289
73406,cover blue all,cover,"(55, 54)",1,0.0118842551500715,0.0068445713101668,210,219,289,289
16229,uncover red all,uncover,"(79, 76)",1,0.0222222222222222,0.0045503497027786,244,264,289,289
16229,clear nocolor B2,clear,"(83, 69)",1,0.0333333333333333,0.0046757652514223,259,260,289,289
16229,cover red all,cover,"(89, 78)",1,0.0153846153846153,0.0014677356022518,224,234,289,289
16229,cover blue all,cover,"(74, 73)",1,0.0136986301369862,0.0019409999167898,216,239,289,289
16229,clear nocolor A,clear,"(91, 64)",1,0.0138888888888888,0.0051374079091147,217,261,289,289
16229,uncover blue all,uncover,"(80, 36)",1,0.0277777777777778,0.0043551948704379,253,254,289,289
16229,move blue B2,move,"(79, 64)",1,0.0222222222222222,0.0081522231955475,244,286,289,289
16229,fill nocolor A1,fill,"(93, 56)",1,0.0238095238095238,0.01040929390914,247,280,289,289
16229,fill nocolor B2,fill,"(79, 64)",1,0.0222222222222222,0.0077127983693856,244,281,289,289
16229,move green A1,move,"(86, 36)",1,0.037037037037037,0.012134567770803,262,288,289,289
58601,uncover green all,uncover,"(76, 96)",1,0.0277777777777777,0.0126999646969852,236,245,272,272
58601,cover blue all,cover,"(74, 50)",1,0.024390243902439,0.0139269194611503,231,240,272,272
58601,move red C,move,"(75, 89)",1,0.0227272727272727,0.0086387571326038,228,231,272,272
58601,move blue C1,move,"(80, 67)",1,0.0285714285714285,0.0446201950684249,237,269,272,272
58601,fill nocolor A1,fill,"(80, 72)",1,0.0256410256410256,0.0324479793576956,233,262,272,272
58601,clear nocolor C,clear,"(68, 72)",1,0.0138888888888888,0.0107683767458854,200,220,272,272
58601,uncover blue all,uncover,"(75, 96)",1,0.0166666666666666,0.0082621911292962,212,223,272,272
58601,clear nocolor B,clear,"(80, 72)",1,0.0208333333333333,0.0175641206156944,224,236,272,272
58601,cover green all,cover,"(90, 56)",1,0.0149253731343283,0.0172278500144119,205,262,272,272
58601,fill nocolor B1,fill,"(90, 96)",1,0.0222222222222222,0.0221546395467686,227,258,272,272
28567,fill nocolor C2,fill,"(66, 89)",1,0.0256410256410256,0.0036764705882352,233,0,272,272
28567,move green C2,move,"(86, 89)",1,0.0277777777777777,0.0881411733515977,236,262,272,272
28567,fill nocolor B2,fill,"(66, 101)",1,0.0238095238095238,0.0036764705882352,230,0,272,272
28567,uncover green all,uncover,"(78, 79)",1,0.0333333333333333,0.0039958214863295,242,261,272,272
28567,cover red all,cover,"(56, 55)",1,0.0144927536231884,0.0036764705882352,203,0,272,272
28567,clear nocolor C,clear,"(66, 101)",1,0.0138888888888888,0.0036764705882352,200,0,272,272
28567,clear nocolor C1,clear,"(66, 82)",1,0.0222222222222222,0.0036764705882352,227,0,272,272
28567,uncover blue all,uncover,"(66, 69)",1,0.02,0.0036764705882352,222,0,272,272
28567,move red C2,move,"(81, 89)",1,0.0666666666666666,0.0253855660331993,257,258,272,272
28567,cover green all,cover,"(81, 80)",1,0.0136986301369863,0.0036764705882352,199,0,272,272
47326,cover green all,cover,"(75, 90)",-1,0.000207580290333,0.0023224457153553,0,0,289,289
47326,move red B1,move,"(96, 76)",0,0.0022703314154392,0.0031946899592504,84,0,289,289
47326,uncover blue all,uncover,"(94, 73)",0,0.0024201488534573,0.0030722923469711,94,0,289,289
47326,cover blue all,cover,"(79, 78)",1,0.0095437723330124,0.0029564203788089,209,236,289,289
47326,clear nocolor C1,clear,"(103, 63)",1,0.0135511868005866,0.0052363011004734,244,253,289,289
47326,move blue A2,move,"(96, 76)",1,0.0192197571627569,0.0084136680666851,264,283,289,289
47326,clear nocolor A2,clear,"(77, 61)",1,0.0135511868005866,0.0046577734152558,244,257,289,289
47326,fill nocolor B1,fill,"(64, 78)",1,0.0141139542045439,0.0043038790480182,247,252,289,289
47326,fill nocolor A1,fill,"(77, 90)",1,0.0132931773960079,0.0039639835515258,244,251,289,289
47326,uncover red all,uncover,"(62, 78)",1,0.0159835468275985,0.0048605058427394,249,273,289,289
37887,uncover red all,uncover,"(54, 55)",1,0.0277777777777777,0.0074413782557432,236,270,272,272
37887,cover blue all,cover,"(75, 36)",1,0.0136986301369863,0.0014024046785193,199,222,272,272
37887,clear nocolor A,clear,"(95, 98)",1,0.0138888888888889,0.0064140469869314,200,265,272,272
37887,move red C,move,"(75, 85)",1,0.0227272727272727,0.0048953309343222,228,236,272,272
37887,fill nocolor A2,fill,"(74, 77)",1,0.0256410256410256,0.0050625470872387,233,245,272,272
37887,cover red all,cover,"(95, 76)",1,0.0181818181818182,0.1537769588411802,217,267,272,272
37887,uncover blue all,uncover,"(60, 77)",1,0.0277777777777777,0.0045204350112474,236,247,272,272
37887,move red A1,move,"(75, 36)",1,0.027027027027027,0.0055376693312844,235,255,272,272
37887,clear nocolor B,clear,"(81, 71)",1,0.0208333333333333,0.004560364587495,224,236,272,272
37887,fill nocolor C1,fill,"(60, 85)",1,0.0256410256410256,0.003899383999728,233,233,272,272
64140,cover green all,cover,"(92, 57)",1,0.0094339622641509,0.0234324362830898,183,286,289,289
64140,uncover blue all,uncover,"(75, 100)",1,0.0222222222222222,0.0132406189678339,244,251,289,289
64140,uncover red all,uncover,"(78, 72)",1,0.025,0.0110788601247165,249,265,289,289
64140,move blue A2,move,"(90, 57)",1,0.0222222222222222,0.059280036439024,244,287,289,289
64140,fill nocolor B2,fill,"(62, 100)",1,0.0222222222222222,0.0049711235747372,244,244,289,289
64140,clear nocolor C1,clear,"(66, 72)",1,0.0222222222222222,0.0147186397841599,244,252,289,289
64140,cover red all,cover,"(91, 74)",1,0.0135135135135134,0.0170242813335509,215,270,289,289
64140,move blue C,move,"(90, 48)",1,0.0208333333333333,0.0288693317934502,241,271,289,289
64140,fill nocolor C2,fill,"(66, 51)",1,0.0238095238095238,0.0445873051337638,247,283,289,289
64140,clear nocolor A2,clear,"(75, 72)",1,0.0222222222222222,0.0175703322471241,244,271,289,289
79869,fill nocolor C2,fill,"(65, 88)",1,0.0256410256410256,0.0033433376944215,233,241,272,272
79869,cover red all,cover,"(87, 84)",1,0.0089285714285714,0.0085055281387845,160,243,272,272
79869,uncover green all,uncover,"(87, 88)",1,0.0166666666666666,0.0553815310762356,212,266,272,272
79869,cover blue all,cover,"(79, 44)",1,0.024390243902439,0.3119380339153885,231,271,272,272
79869,move green C,move,"(79, 88)",1,0.0227272727272727,0.0312585396500464,228,260,272,272
79869,uncover blue all,uncover,"(62, 96)",1,0.0185185185185185,0.0139346266585516,218,255,272,272
79869,fill nocolor B2,fill,"(62, 64)",1,0.0256410256410256,0.0191175448981687,233,250,272,272
79869,move red A1,move,"(75, 72)",1,0.0263157894736842,0.0137528396625497,234,260,272,272
79869,clear nocolor C1,clear,"(102, 96)",1,0.0222222222222222,0.0260406490850437,227,256,272,272
79869,clear nocolor C2,clear,"(87, 96)",1,0.0222222222222222,0.0077652395154482,227,227,272,272
58692,cover red all,cover,"(94, 37)",1,0.0147058823529411,0.002339544875916,187,236,255,255
58692,fill nocolor C1,fill,"(83, 67)",1,0.0277777777777777,0.0076308522182014,219,242,255,255
58692,move green B1,move,"(81, 60)",1,0.0188679245283018,0.0099937116122361,202,254,255,255
58692,move green A1,move,"(81, 54)",1,0.0277777777777777,0.0072790471455729,219,243,255,255
58692,fill nocolor B1,fill,"(83, 80)",1,0.0277777777777777,0.0115948941463208,219,253,255,255
58692,cover green all,cover,"(79, 60)",1,0.0263157894736842,0.0041837184457353,217,228,255,255
58692,uncover green all,uncover,"(89, 70)",1,0.0166666666666666,0.0039478417573561,195,231,255,255
58692,clear nocolor A,clear,"(56, 67)",1,0.0208333333333333,0.0047169845487881,207,219,255,255
58692,uncover blue all,uncover,"(85, 100)",1,0.0181818181818181,0.0045379093379791,200,221,255,255
58692,clear nocolor B1,clear,"(79, 100)",1,0.0222222222222222,0.004581017623926,210,218,255,255
91733,uncover green all,uncover,"(67, 77)",1,0.0333333333333333,0.0119641084452841,242,244,272,272
91733,fill nocolor B2,fill,"(95, 100)",1,0.0238095238095238,0.0144514606825831,230,240,272,272
91733,move green B2,move,"(79, 100)",1,0.027027027027027,0.018816431985864,235,254,272,272
91733,clear nocolor C,clear,"(84, 54)",1,0.0138888888888889,0.016368162362598,200,251,272,272
91733,clear nocolor A2,clear,"(75, 54)",1,0.0333333333333333,0.0209426853464499,242,252,272,272
91733,fill nocolor C2,fill,"(67, 87)",1,0.0256410256410256,0.0161399976942394,233,239,272,272
91733,uncover blue all,uncover,"(75, 94)",1,0.0222222222222222,0.0143776190158839,227,246,272,272
91733,move blue C1,move,"(71, 68)",1,0.0192307692307692,0.0170405953350502,220,252,272,272
91733,cover green all,cover,"(63, 78)",1,0.0126582278481012,0.008469792529983,193,203,272,272
91733,cover blue all,cover,"(79, 77)",1,0.0178571428571428,0.0157072348041422,216,236,272,272
39277,clear nocolor B2,clear,"(64, 67)",1,0.0172739595752857,0.0048922989092674,244,255,289,289
39277,uncover red all,uncover,"(99, 67)",0,0.0007305523648925,0.0027274884545771,70,0,289,289
39277,cover red all,cover,"(60, 98)",0,0.0012722871690466,0.0026352807459303,57,0,289,289
39277,move blue B,move,"(55, 98)",1,0.0209701414728267,0.0038470091902504,253,254,289,289
39277,uncover green all,uncover,"(72, 77)",1,0.0274569170981026,0.004813843930367,262,278,289,289
39277,cover green all,cover,"(60, 56)",1,0.0097485531435104,0.0022324448214399,197,200,289,289
39277,move green B,move,"(102, 83)",1,0.0151078024469704,0.005474045898464,233,282,289,289
39277,clear nocolor B,clear,"(60, 75)",1,0.0142500702669217,0.0037128989153472,229,231,289,289
39277,fill nocolor B1,fill,"(99, 98)",1,0.017065174646318,0.0084166229170766,244,287,289,289
39277,fill nocolor A1,fill,"(93, 54)",1,0.0182141035443095,0.0063759763470247,247,278,289,289
36088,move blue B2,move,"(80, 65)",1,0.0350198451536573,0.0314836622895424,283,305,306,306
36088,uncover green all,uncover,"(70, 87)",1,0.029254247411534,0.0041246736104562,276,284,306,306
36088,fill nocolor A2,fill,"(70, 72)",0,0.0005048727527868,0.0027774175464059,45,0,306,306
36088,uncover blue all,uncover,"(80, 78)",1,0.0155370065641148,0.0574781748061571,246,304,306,306
36088,cover green all,cover,"(89, 85)",1,0.0089661342879479,0.0010114128142703,199,248,306,306
36088,fill nocolor B1,fill,"(81, 78)",1,0.0197859503071025,0.0112591920455966,261,303,306,306
36088,clear nocolor B,clear,"(83, 87)",1,0.013126703319841,0.0048242911801859,234,277,306,306
36088,clear nocolor B2,clear,"(82, 78)",1,0.0197859503071025,0.0039909902653902,261,271,306,306
36088,move green A2,move,"(74, 75)",1,0.0277563046979019,0.01081399943747,275,304,306,306
36088,cover red all,cover,"(83, 52)",1,0.0095729739162801,0.0013131080812416,206,255,306,306
74045,uncover green all,uncover,"(74, 77)",0,0.0007384762640112,0.0019609366339534,107,226,289,289
74045,cover red all,cover,"(75, 58)",1,0.011168016879572,0.0129147324513442,204,281,289,289
74045,clear nocolor B,clear,"(61, 58)",1,0.0156318887876151,0.0098049354685232,229,236,289,289
