ID,action_noise
91484,3.679431843430933
98763,2.7616671778580093
33708,2.2143388180753396
51325,69.20801694877404
42292,3.567429131252341
43580,3.714254162876494
14189,3.6378470655763344
19737,3.4790594985223997
56864,3.6114541737710897
66473,3.5390209571469207
67590,40.46627539828039
97388,38.48685479157008
26365,44.56816389199338
62686,57.59596906677415
31601,1.7178563649154914
67505,85.09067131439029
39232,64.23076318922718
36524,2.285402298329539
78276,49.62718321076833
99977,3.5283317073602083
50905,35.64518740694721
75842,69.60610003720885
49589,2.7790380361617304
53463,62.197197956062965
27371,3.4907141695511417
20272,3.0560410672819227
19487,3.5754338309138323
20340,47.260617454278105
68825,3.5368396814675394
13662,3.512576423720949
29690,2.8753220287857744
92567,45.18201267777455
96815,37.595284117707806
85609,62.35818649182606
26316,35.98002807969465
40168,1.4834324185468866
51310,50.85547414807024
50933,1.532927242149384
37196,3.544888942232735
79463,48.15457728474734
27392,85.46071926017747
80393,83.36343778403554
94317,67.19837660308949
70176,64.7777652294237
53968,3.6391949992558548
73406,3.5380692201822743
16229,49.10006385598885
58601,80.30176340140316
28567,40.87722420146008
47326,1.9764923083863715
37887,57.546794241213746
64140,43.831026214350565
79869,37.89309162554382
58692,42.16844097242233
91733,47.9060557461417
39277,2.7647807029814517
36088,3.668420961517018
74045,3.688432243644491
26027,38.09752801123315
35291,54.45341921140137
49030,3.63823896453974
55983,78.6795743237372
71814,2.2688431715614907
22765,1.9548469081162037
93884,40.3584603638845
89675,41.378803188855066
86933,2.821315852814397
53007,3.6352117334770826
58637,2.756849714931687
18558,1.2219595137112156
88653,3.3866634306886674
82980,52.17541762364242
84838,2.3527279907311627
50151,3.527212102338769
32385,80.37017910632738
63576,3.729689603385286
93940,43.99499357038407
93952,45.15910072251686
87384,3.528714121758564
30838,3.7348988577170052
43467,52.586698454287955
97122,80.53097340945385
13861,49.687730348793266
36961,54.457902947551176
29499,39.58041695337786
74257,1.9387897224155093
97778,3.625204125398756
24954,34.764453078623234
85713,41.6903274628084
