"ID","literal","goal_noise","action_noise"
91484,3.67943184343093,1.990706271,35.1508649
98763,2.76166717785801,166.1179694,3.754407568
33708,2.21433881807534,161.9556849,5.147195776
51325,69.208016948774,395.5777666,6.07253042
42292,3.56742913125234,59.37876363,3.974069904
43580,3.71425416287649,63.60281762,3.698004396
14189,3.63784706557633,132.53351,4.971828898
19737,3.4790594985224,663.2987544,4.694031433
56864,3.61145417377109,0.025298146,5211.686904
66473,3.53902095714692,704.9306507,0.740259809
67590,40.4662753982804,2.289112261,45.33752309
97388,38.4868547915701,321.6974408,6.766762506
26365,44.5681638919934,0.044565636,4152.701317
62686,57.5959690667742,2.712007245,32.25953227
31601,1.71785636491549,122.5102712,2.808998715
67505,85.0906713143903,0.013805658,11302.38814
39232,64.2307631892272,73.31584035,4.581130673
36524,2.28540229832954,3.389090959,13.94087007
78276,49.6271832107683,0.05089685,2895.914226
99977,3.52833170736021,0.075684555,1837.492483
50905,35.6451874069472,0.008588736,20886.82216
75842,69.6061000372088,0.090835641,1853.47607
49589,2.77903803616173,0.00597102,17629.38979
53463,62.197197956063,0.004790246,33428.39864
27371,3.49071416955114,50.572051,3.935304373
20272,3.05604106728192,361.6601635,6.091397382
19487,3.57543383091383,0.051789993,2480.129925
20340,47.2606174542781,177.8299463,4.567950397
68825,3.53683968146754,0.039005635,3557.449466
13662,3.51257642372095,76.70577651,4.864579766
29690,2.87532202878577,0.064954612,1446.87971
92567,45.1820126777746,0.007086585,23103.92209
96815,37.5952841177078,0.009267527,18804.65614
85609,62.3581864918261,5.078444773,6.263900126
26316,35.9800280796946,1.203767799,93.47790765
40168,1.48343241854689,0.944502413,45.25406388
51310,50.8554741480702,68.90280211,6.40858584
50933,1.53292724214938,1.20415729,39.91150896
37196,3.54488894223274,383.2551669,3.303624736
79463,48.1545772847473,0.007728442,21701.15975
27392,85.4607192601775,0.00458673,33693.87712
80393,83.3634377840355,0.008857742,21415.4338
94317,67.1983766030895,256.7004836,5.068860514
70176,64.7777652294237,146.0265879,11.5806748
53968,3.63919499925585,0.020930158,6347.569367
73406,3.53806922018227,0.015363736,8321.957049
16229,49.1000638559889,308.0862199,4.47273906
58601,80.3017634014032,0.00627418,29522.55813
28567,40.8772242014601,706.1338284,5.580352577
47326,1.97649230838637,40.14793695,3.378615645
37887,57.5467942412137,70.56445458,5.336843618
64140,43.8310262143506,0.619563337,260.7104512
79869,37.8930916255438,2.099671734,48.20426282
58692,42.1684409724223,40.91771401,4.358943694
91733,47.9060557461417,0.018284851,9290.735449
39277,2.76478070298145,113.8855426,3.440755475
36088,3.66842096151702,42.63337639,5.013605516
74045,3.68843224364449,0.008240889,18325.81938
26027,38.0975280112332,92.05600988,5.016069824
35291,54.4534192114014,1.414389812,83.13112269
49030,3.63823896453974,0.0241985,5112.754493
55983,78.6795743237372,0.00652376,23859.53182
71814,2.26884317156149,0.220803627,390.186391
22765,1.9548469081162,0.006848291,12226.34051
93884,40.3584603638845,0.006501973,25333.87888
89675,41.3788031888551,54.07771452,4.556991647
86933,2.8213158528144,0.835079785,100.0828322
53007,3.63521173347708,1.745197463,47.82747056
58637,2.75684971493169,2.698627437,21.84808021
18558,1.22195951371122,0.778425544,40.72682875
88653,3.38666343068867,0.020320615,5944.07636
82980,52.1754176236424,35.34286144,11.54804137
84838,2.35272799073116,2.205303031,29.69898771
50151,3.52721210233877,65.67100249,6.661674319
32385,80.3701791063274,0.026352914,5919.260885
63576,3.72968960338529,1.790875195,36.78951954
93940,43.9949935703841,0.006595575,33535.60021
93952,45.1591007225169,0.108481237,2007.838799
87384,3.52871412175856,2.052404431,38.53469895
30838,3.734898857717,0.019756741,6892.315854
43467,52.586698454288,0.018575351,9217.743918
97122,80.5309734094538,1.882474513,51.01038515
13861,49.6877303487933,2.433872754,37.15674422
36961,54.4579029475512,0.004482536,33496.57756
29499,39.5804169533779,393.9069988,4.346859436
74257,1.93878972241551,0.55857684,119.8756194
97778,3.62520412539876,34.7478299,3.372323573
24954,34.7644530786232,61.28977796,4.795985148
85713,41.6903274628084,0.014137404,10277.93917
