ID,goal_noise,action_noise
91484,1.990706271,35.1508649
98763,166.1179694,3.754407568
33708,161.9556849,5.147195776
51325,395.5777666,6.07253042
42292,59.37876363,3.974069904
43580,63.60281762,3.698004396
14189,132.53351,4.971828898
19737,663.2987544,4.694031433
56864,0.025298146,5211.686904
66473,704.9306507,0.740259809
67590,2.289112261,45.33752309
97388,321.6974408,6.766762506
26365,0.044565636,4152.701317
62686,2.712007245,32.25953227
31601,122.5102712,2.808998715
67505,0.013805658,11302.38814
39232,73.31584035,4.581130673
36524,3.389090959,13.94087007
78276,0.05089685,2895.914226
99977,0.075684555,1837.492483
50905,0.008588736,20886.82216
75842,0.090835641,1853.47607
49589,0.00597102,17629.38979
53463,0.004790246,33428.39864
27371,50.572051,3.935304373
20272,361.6601635,6.091397382
19487,0.051789993,2480.129925
20340,177.8299463,4.567950397
68825,0.039005635,3557.449466
13662,76.70577651,4.864579766
29690,0.064954612,1446.87971
92567,0.007086585,23103.92209
96815,0.009267527,18804.65614
85609,5.078444773,6.263900126
26316,1.203767799,93.47790765
40168,0.944502413,45.25406388
51310,68.90280211,6.40858584
50933,1.20415729,39.91150896
37196,383.2551669,3.303624736
79463,0.007728442,21701.15975
27392,0.00458673,33693.87712
80393,0.008857742,21415.4338
94317,256.7004836,5.068860514
70176,146.0265879,11.5806748
53968,0.020930158,6347.569367
73406,0.015363736,8321.957049
16229,308.0862199,4.47273906
58601,0.00627418,29522.55813
28567,706.1338284,5.580352577
47326,40.14793695,3.378615645
37887,70.56445458,5.336843618
64140,0.619563337,260.7104512
79869,2.099671734,48.20426282
58692,40.91771401,4.358943694
91733,0.018284851,9290.735449
39277,113.8855426,3.440755475
36088,42.63337639,5.013605516
74045,0.008240889,18325.81938
26027,92.05600988,5.016069824
35291,1.414389812,83.13112269
49030,0.0241985,5112.754493
55983,0.00652376,23859.53182
71814,0.220803627,390.186391
22765,0.006848291,12226.34051
93884,0.006501973,25333.87888
89675,54.07771452,4.556991647
86933,0.835079785,100.0828322
53007,1.745197463,47.82747056
58637,2.698627437,21.84808021
18558,0.778425544,40.72682875
88653,0.020320615,5944.07636
82980,35.34286144,11.54804137
84838,2.205303031,29.69898771
50151,65.67100249,6.661674319
32385,0.026352914,5919.260885
63576,1.790875195,36.78951954
93940,0.006595575,33535.60021
93952,0.108481237,2007.838799
87384,2.052404431,38.53469895
30838,0.019756741,6892.315854
43467,0.018575351,9217.743918
97122,1.882474513,51.01038515
13861,2.433872754,37.15674422
36961,0.004482536,33496.57756
29499,393.9069988,4.346859436
74257,0.55857684,119.8756194
97778,34.7478299,3.372323573
24954,61.28977796,4.795985148
85713,0.014137404,10277.93917
