ID,goal,goal_number,goal_type,optimal_moves,move_id,move,role,move_utility,literalA_prob,literalA_probmax,literalA_bestmove,pragA_prob,pragA_probmax,pragA_bestmove,level1_H_prob,level1_H_probmax,level1_H_bestmove,level2_H_prob,level2_H_probmax,level2_H_bestmove
11043,fill nocolor B1,5,fill,14,3,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.02765,"[(58, 71)]",0.0,0.02024,"[(58, 71)]"
11043,fill nocolor B1,5,fill,14,4,"(81, 62)",architect,1,0.00817,0.00817,"[(58, 60), (58, 61), (58, 62), (72, 60), (72, 61), (72, 62), (73, 60), (73, 61), (73, 62), (74, 60), (74, 61), (74, 62), (81, 60), (81, 61), (81, 62), (84, 60), (84, 61), (84, 62), (85, 60), (85, 61), (85, 62), (87, 60), (87, 61), (87, 62), (89, 60), (89, 61), (89, 62), (95, 60), (95, 61), (95, 62), (100, 60), (100, 61), (100, 62), (101, 60), (101, 61), (101, 62), (104, 60), (104, 61), (104, 62), (106, 60), (106, 61), (106, 62)]",0.00346,0.00346,"[(106, 60)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,5,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.03099,"[(58, 71)]",0.0,0.02168,"[(58, 71)]"
11043,fill nocolor B1,5,fill,14,6,"(58, 61)",architect,1,0.00817,0.00817,"[(58, 44), (58, 60), (58, 61), (72, 44), (72, 60), (72, 61), (73, 44), (73, 60), (73, 61), (74, 44), (74, 60), (74, 61), (84, 44), (84, 60), (84, 61), (85, 44), (85, 60), (85, 61), (87, 44), (87, 60), (87, 61), (89, 44), (89, 60), (89, 61), (95, 44), (95, 60), (95, 61), (99, 44), (99, 60), (99, 61), (100, 44), (100, 60), (100, 61), (101, 44), (101, 60), (101, 61), (104, 44), (104, 60), (104, 61), (106, 44), (106, 60), (106, 61)]",0.00346,0.00346,"[(106, 60)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,7,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.03752,"[(61, 71)]",0.0,0.02348,"[(61, 71)]"
11043,fill nocolor B1,5,fill,14,8,"(74, 60)",architect,1,0.00817,0.00817,"[(72, 43), (72, 44), (72, 60), (73, 43), (73, 44), (73, 60), (74, 43), (74, 44), (74, 60), (76, 43), (76, 44), (76, 60), (84, 43), (84, 44), (84, 60), (85, 43), (85, 44), (85, 60), (87, 43), (87, 44), (87, 60), (89, 43), (89, 44), (89, 60), (95, 43), (95, 44), (95, 60), (99, 43), (99, 44), (99, 60), (100, 43), (100, 44), (100, 60), (101, 43), (101, 44), (101, 60), (104, 43), (104, 44), (104, 60), (106, 43), (106, 44), (106, 60)]",0.00346,0.00346,"[(106, 60)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,9,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.03192,"[(60, 71)]",0.0,0.0222,"[(60, 71)]"
11043,fill nocolor B1,5,fill,14,10,"(73, 42)",architect,1,0.00817,0.00817,"[(72, 42), (72, 43), (72, 44), (73, 42), (73, 43), (73, 44), (76, 42), (76, 43), (76, 44), (84, 42), (84, 43), (84, 44), (85, 42), (85, 43), (85, 44), (87, 42), (87, 43), (87, 44), (89, 42), (89, 43), (89, 44), (92, 42), (92, 43), (92, 44), (95, 42), (95, 43), (95, 44), (99, 42), (99, 43), (99, 44), (100, 42), (100, 43), (100, 44), (101, 42), (101, 43), (101, 44), (104, 42), (104, 43), (104, 44), (106, 42), (106, 43), (106, 44)]",0.00346,0.00346,"[(106, 42), (106, 43)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,11,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.04145,"[(61, 71)]",0.0,0.02733,"[(61, 71)]"
11043,fill nocolor B1,5,fill,14,12,"(76, 43)",architect,1,0.00817,0.00817,"[(72, 24), (72, 43), (72, 44), (76, 24), (76, 43), (76, 44), (84, 24), (84, 43), (84, 44), (85, 24), (85, 43), (85, 44), (87, 24), (87, 43), (87, 44), (89, 24), (89, 43), (89, 44), (91, 24), (91, 43), (91, 44), (92, 24), (92, 43), (92, 44), (95, 24), (95, 43), (95, 44), (99, 24), (99, 43), (99, 44), (100, 24), (100, 43), (100, 44), (101, 24), (101, 43), (101, 44), (104, 24), (104, 43), (104, 44), (106, 24), (106, 43), (106, 44)]",0.00346,0.00346,"[(106, 24)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,13,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.06614,"[(72, 71)]",0.0,0.03654,"[(42, 71), (43, 71)]"
11043,fill nocolor B1,5,fill,14,14,"(72, 44)",architect,1,0.00817,0.00817,"[(72, 24), (72, 25), (72, 44), (84, 24), (84, 25), (84, 44), (85, 24), (85, 25), (85, 44), (87, 24), (87, 25), (87, 44), (89, 24), (89, 25), (89, 44), (91, 24), (91, 25), (91, 44), (92, 24), (92, 25), (92, 44), (94, 24), (94, 25), (94, 44), (95, 24), (95, 25), (95, 44), (99, 24), (99, 25), (99, 44), (100, 24), (100, 25), (100, 44), (101, 24), (101, 25), (101, 44), (104, 24), (104, 25), (104, 44), (106, 24), (106, 25), (106, 44)]",0.00346,0.00346,"[(106, 24), (106, 25)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,15,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.07308,"[(95, 71)]",0.0,0.03693,"[(44, 71)]"
11043,fill nocolor B1,5,fill,14,16,"(95, 24)",architect,1,0.00817,0.00817,"[(84, 24), (84, 25), (84, 26), (85, 24), (85, 25), (85, 26), (87, 24), (87, 25), (87, 26), (89, 24), (89, 25), (89, 26), (90, 24), (90, 25), (90, 26), (91, 24), (91, 25), (91, 26), (92, 24), (92, 25), (92, 26), (94, 24), (94, 25), (94, 26), (95, 24), (95, 25), (95, 26), (99, 24), (99, 25), (99, 26), (100, 24), (100, 25), (100, 26), (101, 24), (101, 25), (101, 26), (104, 24), (104, 25), (104, 26), (106, 24), (106, 25), (106, 26)]",0.00346,0.00346,"[(89, 26)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,17,"(84, 25)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.1054,"[(99, 71)]",0.0,0.04535,"[(44, 71)]"
11043,fill nocolor B1,5,fill,14,18,"(99, 26)",architect,1,0.00875,0.00875,"[(85, 6), (85, 7), (85, 26), (87, 6), (87, 7), (87, 26), (89, 6), (89, 7), (89, 26), (90, 6), (90, 7), (90, 26), (91, 6), (91, 7), (91, 26), (92, 6), (92, 7), (92, 26), (94, 6), (94, 7), (94, 26), (99, 6), (99, 7), (99, 26), (100, 6), (100, 7), (100, 26), (101, 6), (101, 7), (101, 26), (102, 6), (102, 7), (102, 26), (104, 6), (104, 7), (104, 26), (106, 6), (106, 7), (106, 26)]",0.00368,0.00368,"[(89, 26)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,19,pass,helper,0,NA,NA,NA,NA,NA,NA,3e-05,0.05845,"[(85, 71)]",0.0,0.0594,"[(26, 71)]"
11043,fill nocolor B1,5,fill,14,20,"(100, 6)",architect,1,0.00942,0.00942,"[(85, 6), (85, 7), (85, 8), (87, 6), (87, 7), (87, 8), (89, 6), (89, 7), (89, 8), (90, 6), (90, 7), (90, 8), (91, 6), (91, 7), (91, 8), (92, 6), (92, 7), (92, 8), (94, 6), (94, 7), (94, 8), (100, 6), (100, 7), (100, 8), (101, 6), (101, 7), (101, 8), (102, 6), (102, 7), (102, 8), (104, 6), (104, 7), (104, 8), (106, 6), (106, 7), (106, 8)]",0.00393,0.00393,"[(89, 8)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,21,pass,helper,0,NA,NA,NA,NA,NA,NA,3e-05,0.07099,"[(85, 71)]",0.0,0.04027,"[(6, 88)]"
11043,fill nocolor B1,5,fill,14,22,"(101, 7)",architect,1,0.0116,0.0116,"[(85, 7), (85, 8), (87, 7), (87, 8), (89, 7), (89, 8), (90, 7), (90, 8), (91, 7), (91, 8), (92, 7), (92, 8), (94, 7), (94, 8), (101, 7), (101, 8), (102, 7), (102, 8), (104, 7), (104, 8), (106, 7), (106, 8)]",0.00448,0.00448,"[(89, 8)]",NA,NA,NA,NA,NA,NA
11043,fill nocolor B1,5,fill,14,23,pass,helper,0,NA,NA,NA,NA,NA,NA,2e-05,0.09874,"[(85, 71)]",0.0,0.03043,"[(6, 88), (7, 88)]"
11043,fill nocolor B1,5,fill,14,24,"(102, 8)",architect,1,0.01464,0.01464,"[(85, 8), (87, 8), (89, 8), (90, 8), (91, 8), (92, 8), (94, 8), (102, 8), (104, 8), (106, 8)]",0.00527,0.00528,"[(89, 8)]",NA,NA,NA,NA,NA,NA
11043,clear nocolor B1,6,clear,4,0,"(78, 82)",architect,1,0.008,0.008,"[(78, 37), (78, 40), (78, 45), (78, 54), (78, 56), (78, 66), (78, 67), (78, 69), (78, 71), (78, 77), (78, 82), (78, 83), (78, 86), (78, 88), (78, 93), (97, 37), (97, 40), (97, 45), (97, 54), (97, 56), (97, 66), (97, 67), (97, 69), (97, 71), (97, 77), (97, 82), (97, 83), (97, 86), (97, 88), (97, 93), (98, 37), (98, 40), (98, 45), (98, 54), (98, 56), (98, 66), (98, 67), (98, 69), (98, 71), (98, 77), (98, 82), (98, 83), (98, 86), (98, 88), (98, 93)]",0.00346,0.00346,"[(98, 77)]",NA,NA,NA,NA,NA,NA
11043,clear nocolor B1,6,clear,4,1,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.0633,"[(58, 71)]",0.0,0.0221,"[(58, 71)]"
11043,clear nocolor B1,6,clear,4,2,"(96, 83)",architect,1,0.008,0.008,"[(96, 37), (96, 40), (96, 45), (96, 54), (96, 56), (96, 64), (96, 66), (96, 67), (96, 69), (96, 71), (96, 77), (96, 83), (96, 86), (96, 88), (96, 93), (97, 37), (97, 40), (97, 45), (97, 54), (97, 56), (97, 64), (97, 66), (97, 67), (97, 69), (97, 71), (97, 77), (97, 83), (97, 86), (97, 88), (97, 93), (98, 37), (98, 40), (98, 45), (98, 54), (98, 56), (98, 64), (98, 66), (98, 67), (98, 69), (98, 71), (98, 77), (98, 83), (98, 86), (98, 88), (98, 93)]",0.00346,0.00346,"[(96, 40)]",NA,NA,NA,NA,NA,NA
11043,clear nocolor B1,6,clear,4,3,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.06316,"[(58, 71)]",0.0,0.02159,"[(58, 71)]"
11043,clear nocolor B1,6,clear,4,4,"(97, 64)",architect,1,0.00915,0.00915,"[(97, 37), (97, 40), (97, 45), (97, 54), (97, 56), (97, 64), (97, 65), (97, 66), (97, 67), (97, 69), (97, 71), (97, 77), (97, 86), (97, 88), (97, 93), (98, 37), (98, 40), (98, 45), (98, 54), (98, 56), (98, 64), (98, 65), (98, 66), (98, 67), (98, 69), (98, 71), (98, 77), (98, 86), (98, 88), (98, 93)]",0.00368,0.00368,"[(98, 40)]",NA,NA,NA,NA,NA,NA
11043,clear nocolor B1,6,clear,4,5,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.05726,"[(58, 71)]",0.0,0.02201,"[(58, 71)]"
11043,clear nocolor B1,6,clear,4,6,"(98, 65)",architect,1,0.01069,0.01069,"[(98, 37), (98, 40), (98, 45), (98, 46), (98, 54), (98, 56), (98, 65), (98, 66), (98, 67), (98, 69), (98, 71), (98, 77), (98, 86), (98, 88), (98, 93)]",0.00392,0.00392,"[(98, 40)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,0,"(85, 83)",architect,1,0.00839,0.00839,"[(58, 37), (58, 45), (58, 60), (58, 71), (58, 77), (58, 79), (58, 82), (58, 83), (58, 86), (58, 93), (72, 37), (72, 45), (72, 60), (72, 71), (72, 77), (72, 79), (72, 82), (72, 83), (72, 86), (72, 93), (74, 37), (74, 45), (74, 60), (74, 71), (74, 77), (74, 79), (74, 82), (74, 83), (74, 86), (74, 93), (84, 37), (84, 45), (84, 60), (84, 71), (84, 77), (84, 79), (84, 82), (84, 83), (84, 86), (84, 93), (85, 45), (85, 82), (85, 83), (87, 45), (87, 82), (87, 83), (98, 45), (98, 82), (98, 83), (106, 45), (106, 82), (106, 83)]",0.00346,0.00346,"[(106, 45)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,1,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.05085,"[(58, 71)]",0.0,0.02176,"[(58, 71)]"
11043,move blue B2,7,move,13,2,"(87, 82)",architect,1,0.00835,0.00835,"[(58, 37), (58, 45), (58, 60), (58, 65), (58, 71), (58, 77), (58, 79), (58, 82), (58, 85), (58, 86), (58, 93), (72, 37), (72, 45), (72, 60), (72, 65), (72, 71), (72, 77), (72, 79), (72, 82), (72, 85), (72, 86), (72, 93), (74, 37), (74, 45), (74, 60), (74, 65), (74, 71), (74, 77), (74, 79), (74, 82), (74, 85), (74, 86), (74, 93), (84, 37), (84, 45), (84, 60), (84, 65), (84, 71), (84, 77), (84, 79), (84, 82), (84, 85), (84, 86), (84, 93), (87, 45), (87, 65), (87, 82), (98, 45), (98, 65), (98, 82), (106, 45), (106, 65), (106, 82)]",0.00346,0.00346,"[(106, 45)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,3,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.04812,"[(58, 71)]",0.0,0.02173,"[(58, 71)]"
11043,move blue B2,7,move,13,4,"(106, 65)",architect,1,0.00827,0.00827,"[(58, 37), (58, 45), (58, 60), (58, 64), (58, 65), (58, 71), (58, 77), (58, 79), (58, 85), (58, 86), (58, 87), (58, 93), (72, 37), (72, 45), (72, 60), (72, 64), (72, 65), (72, 71), (72, 77), (72, 79), (72, 85), (72, 86), (72, 87), (72, 93), (74, 37), (74, 45), (74, 60), (74, 64), (74, 65), (74, 71), (74, 77), (74, 79), (74, 85), (74, 86), (74, 87), (74, 93), (84, 37), (84, 45), (84, 60), (84, 64), (84, 65), (84, 71), (84, 77), (84, 79), (84, 85), (84, 86), (84, 87), (84, 93), (98, 45), (98, 64), (98, 65), (106, 45), (106, 64), (106, 65)]",0.00346,0.00346,"[(74, 77)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,5,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.04634,"[(58, 71)]",0.0,0.02113,"[(58, 71)]"
11043,move blue B2,7,move,13,6,"(98, 64)",architect,1,0.00852,0.00852,"[(58, 37), (58, 45), (58, 47), (58, 60), (58, 64), (58, 71), (58, 77), (58, 79), (58, 85), (58, 86), (58, 87), (58, 93), (58, 106), (72, 37), (72, 45), (72, 47), (72, 60), (72, 64), (72, 71), (72, 77), (72, 79), (72, 85), (72, 86), (72, 87), (72, 93), (72, 106), (74, 37), (74, 45), (74, 47), (74, 60), (74, 64), (74, 71), (74, 77), (74, 79), (74, 85), (74, 86), (74, 87), (74, 93), (74, 106), (84, 37), (84, 45), (84, 47), (84, 60), (84, 64), (84, 71), (84, 77), (84, 79), (84, 85), (84, 86), (84, 87), (84, 93), (84, 106), (98, 45), (98, 47), (98, 64)]",0.00368,0.00368,"[(74, 77)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,7,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.0461,"[(58, 71)]",0.0,0.02079,"[(58, 71)]"
11043,move blue B2,7,move,13,8,"(58, 77)",architect,1,0.00878,0.00878,"[(58, 37), (58, 45), (58, 46), (58, 47), (58, 60), (58, 71), (58, 77), (58, 79), (58, 85), (58, 86), (58, 87), (58, 93), (58, 98), (58, 106), (72, 37), (72, 45), (72, 46), (72, 47), (72, 60), (72, 71), (72, 77), (72, 79), (72, 85), (72, 86), (72, 87), (72, 93), (72, 98), (72, 106), (74, 37), (74, 45), (74, 46), (74, 47), (74, 60), (74, 71), (74, 77), (74, 79), (74, 85), (74, 86), (74, 87), (74, 93), (74, 98), (74, 106), (84, 37), (84, 45), (84, 46), (84, 47), (84, 60), (84, 71), (84, 77), (84, 79), (84, 85), (84, 86), (84, 87), (84, 93), (84, 98), (84, 106)]",0.00392,0.00392,"[(74, 77)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,9,"(76, 59)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.04592,"[(77, 71)]",0.0,0.01984,"[(77, 71)]"
11043,move blue B2,7,move,13,10,"(94, 47)",architect,1,0.00935,0.00935,"[(72, 37), (72, 41), (72, 45), (72, 46), (72, 47), (72, 60), (72, 71), (72, 79), (72, 85), (72, 86), (72, 87), (72, 93), (72, 98), (72, 106), (74, 37), (74, 41), (74, 45), (74, 46), (74, 47), (74, 60), (74, 71), (74, 79), (74, 85), (74, 86), (74, 87), (74, 93), (74, 98), (74, 106), (84, 37), (84, 41), (84, 45), (84, 46), (84, 47), (84, 60), (84, 71), (84, 79), (84, 85), (84, 86), (84, 87), (84, 93), (84, 98), (84, 106), (94, 45), (94, 46), (94, 47)]",0.00392,0.00392,"[(74, 41)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,11,"(74, 37)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.06769,"[(55, 71)]",0.0,0.02335,"[(55, 71)]"
11043,move blue B2,7,move,13,12,"(92, 46)",architect,1,0.01051,0.01051,"[(72, 19), (72, 29), (72, 41), (72, 45), (72, 46), (72, 60), (72, 71), (72, 79), (72, 85), (72, 86), (72, 87), (72, 93), (72, 94), (72, 98), (72, 106), (84, 19), (84, 29), (84, 41), (84, 45), (84, 46), (84, 60), (84, 71), (84, 79), (84, 85), (84, 86), (84, 87), (84, 93), (84, 94), (84, 98), (84, 106), (92, 29), (92, 45), (92, 46)]",0.0042,0.0042,"[(92, 45)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,13,"(72, 19)",helper,1,NA,NA,NA,NA,NA,NA,0.0,0.0812,"[(37, 71)]",0.0,0.02311,"[(37, 71)]"
11043,move blue B2,7,move,13,14,"(90, 29)",architect,1,0.01217,0.01217,"[(84, 1), (84, 28), (84, 29), (84, 41), (84, 45), (84, 60), (84, 71), (84, 79), (84, 85), (84, 86), (84, 87), (84, 92), (84, 93), (84, 94), (84, 98), (84, 106), (90, 28), (90, 29), (90, 45)]",0.00453,0.00453,"[(90, 45)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,15,pass,helper,0,NA,NA,NA,NA,NA,NA,2e-05,0.12551,"[(63, 71)]",0.0,0.02977,"[(63, 71)]"
11043,move blue B2,7,move,13,16,"(84, 86)",architect,1,0.01303,0.01303,"[(84, 1), (84, 11), (84, 28), (84, 41), (84, 45), (84, 60), (84, 71), (84, 79), (84, 85), (84, 86), (84, 87), (84, 90), (84, 92), (84, 93), (84, 94), (84, 98), (84, 106)]",0.00491,0.00491,"[(84, 41)]",NA,NA,NA,NA,NA,NA
11043,move blue B2,7,move,13,17,"(102, 28)",helper,1,NA,NA,NA,NA,NA,NA,2e-05,0.1264,"[(63, 71)]",0.0,0.0296,"[(63, 71)]"
11043,uncover red all,8,uncover,6,0,"(58, 93)",architect,1,0.00954,0.00954,"[(55, 56), (55, 71), (55, 80), (55, 82), (55, 83), (55, 86), (55, 88), (55, 93), (58, 56), (58, 71), (58, 80), (58, 82), (58, 83), (58, 86), (58, 88), (58, 93), (63, 56), (63, 71), (63, 80), (63, 82), (63, 83), (63, 86), (63, 88), (63, 93), (85, 56), (85, 71), (85, 80), (85, 82), (85, 83), (85, 86), (85, 88), (85, 93), (87, 56), (87, 71), (87, 80), (87, 82), (87, 83), (87, 86), (87, 88), (87, 93)]",0.00346,0.00346,"[(87, 93)]",NA,NA,NA,NA,NA,NA
11043,uncover red all,8,uncover,6,1,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.07006,"[(55, 71)]",0.0,0.02117,"[(55, 71)]"
11043,uncover red all,8,uncover,6,2,"(55, 56)",architect,1,0.00984,0.00984,"[(55, 56), (55, 71), (55, 75), (55, 80), (55, 82), (55, 83), (55, 86), (55, 88), (63, 56), (63, 71), (63, 75), (63, 80), (63, 82), (63, 83), (63, 86), (63, 88), (85, 56), (85, 71), (85, 75), (85, 80), (85, 82), (85, 83), (85, 86), (85, 88), (87, 56), (87, 71), (87, 75), (87, 80), (87, 82), (87, 83), (87, 86), (87, 88)]",0.00327,0.00327,"[(87, 75)]",NA,NA,NA,NA,NA,NA
11043,uncover red all,8,uncover,6,3,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.07724,"[(63, 71)]",0.0,0.02305,"[(63, 71)]"
11043,uncover red all,8,uncover,6,4,"(63, 83)",architect,1,0.01058,0.01058,"[(63, 38), (63, 71), (63, 75), (63, 80), (63, 82), (63, 83), (63, 86), (63, 88), (85, 38), (85, 71), (85, 75), (85, 80), (85, 82), (85, 83), (85, 86), (85, 88), (87, 38), (87, 71), (87, 75), (87, 80), (87, 82), (87, 83), (87, 86), (87, 88)]",0.00327,0.00327,"[(87, 75)]",NA,NA,NA,NA,NA,NA
11043,uncover red all,8,uncover,6,5,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.07651,"[(81, 71)]",0.0,0.02276,"[(81, 71)]"
11043,uncover red all,8,uncover,6,6,"(81, 82)",architect,1,0.01058,0.01058,"[(81, 38), (81, 65), (81, 71), (81, 75), (81, 80), (81, 82), (81, 86), (81, 88), (85, 38), (85, 65), (85, 71), (85, 75), (85, 80), (85, 82), (85, 86), (85, 88), (87, 38), (87, 65), (87, 71), (87, 75), (87, 80), (87, 82), (87, 86), (87, 88)]",0.00327,0.00327,"[(87, 75)]",NA,NA,NA,NA,NA,NA
11043,uncover red all,8,uncover,6,7,pass,helper,0,NA,NA,NA,NA,NA,NA,1e-05,0.11716,"[(85, 64), (85, 65)]",0.0,0.02475,"[(73, 71)]"
11043,uncover red all,8,uncover,6,8,"(85, 86)",architect,1,0.01145,0.01145,"[(85, 38), (85, 64), (85, 65), (85, 71), (85, 75), (85, 80), (85, 86), (85, 88), (87, 38), (87, 64), (87, 65), (87, 71), (87, 75), (87, 80), (87, 86), (87, 88)]",0.00327,0.00327,"[(87, 75)]",NA,NA,NA,NA,NA,NA
11043,uncover red all,8,uncover,6,9,pass,helper,0,NA,NA,NA,NA,NA,NA,0.00013,0.03557,"[(76, 71)]",0.0,0.02481,"[(73, 71)]"
11043,uncover red all,8,uncover,6,10,"(87, 88)",architect,1,0.01247,0.01247,"[(87, 38), (87, 64), (87, 65), (87, 68), (87, 71), (87, 75), (87, 80), (87, 88)]",0.00327,0.00327,"[(87, 75)]",NA,NA,NA,NA,NA,NA
11043,cover blue all,9,cover,6,0,"(63, 83)",architect,1,0.00676,0.00676,"[(55, 67), (55, 69), (55, 80), (55, 82), (55, 83), (55, 88), (58, 67), (58, 69), (58, 80), (58, 82), (58, 83), (58, 88), (63, 67), (63, 69), (63, 80), (63, 82), (63, 83), (63, 88), (78, 67), (78, 69), (78, 80), (78, 82), (78, 83), (78, 88), (85, 69), (85, 80), (85, 82), (85, 83), (85, 88), (87, 67), (87, 80), (87, 82), (87, 83), (87, 88), (89, 67), (89, 69), (89, 80), (89, 82), (89, 83), (89, 88), (95, 67), (95, 69), (95, 80), (95, 82), (95, 83), (95, 88), (97, 67), (97, 69), (97, 80), (97, 82), (97, 83), (97, 88), (98, 67), (98, 69), (98, 82), (98, 83), (98, 88), (100, 67), (100, 69), (100, 80), (100, 83), (100, 88), (101, 67), (101, 69), (101, 80), (101, 82), (101, 88), (104, 67), (104, 69), (104, 80), (104, 82), (104, 83), (104, 88), (106, 67), (106, 69), (106, 80), (106, 82), (106, 83)]",0.00346,0.00346,"[(89, 67)]",NA,NA,NA,NA,NA,NA
11043,cover blue all,9,cover,6,1,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.03239,"[(58, 71)]",0.0,0.01872,"[(58, 71)]"
11043,cover blue all,9,cover,6,2,"(81, 82)",architect,1,0.00751,0.00751,"[(55, 67), (55, 69), (55, 80), (55, 82), (55, 88), (58, 67), (58, 69), (58, 80), (58, 82), (58, 88), (78, 67), (78, 69), (78, 80), (78, 82), (78, 88), (81, 67), (81, 69), (81, 80), (81, 82), (81, 88), (85, 69), (85, 80), (85, 82), (85, 88), (87, 67), (87, 80), (87, 82), (87, 88), (89, 67), (89, 69), (89, 80), (89, 82), (89, 88), (95, 67), (95, 69), (95, 80), (95, 82), (95, 88), (97, 67), (97, 69), (97, 80), (97, 82), (97, 88), (98, 67), (98, 69), (98, 82), (98, 88), (100, 67), (100, 69), (100, 80), (100, 88), (104, 67), (104, 69), (104, 80), (104, 82), (104, 88), (106, 67), (106, 69), (106, 80), (106, 82)]",0.00346,0.00346,"[(89, 67)]",NA,NA,NA,NA,NA,NA
11043,cover blue all,9,cover,6,3,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.0435,"[(58, 71)]",0.0,0.02045,"[(58, 71)]"
11043,cover blue all,9,cover,6,4,"(78, 80)",architect,1,0.0084,0.0084,"[(55, 67), (55, 69), (55, 80), (55, 88), (58, 67), (58, 69), (58, 80), (58, 88), (78, 67), (78, 69), (78, 80), (78, 88), (85, 69), (85, 80), (85, 88), (87, 67), (87, 80), (87, 88), (89, 67), (89, 69), (89, 80), (89, 88), (95, 67), (95, 69), (95, 80), (95, 88), (97, 67), (97, 69), (97, 80), (97, 88), (98, 67), (98, 69), (98, 88), (99, 67), (99, 69), (99, 80), (99, 88), (104, 67), (104, 69), (104, 80), (104, 88), (106, 67), (106, 69), (106, 80)]",0.00346,0.00346,"[(89, 67)]",NA,NA,NA,NA,NA,NA
11043,cover blue all,9,cover,6,5,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.04345,"[(58, 71)]",0.0,0.02045,"[(58, 71)]"
11043,cover blue all,9,cover,6,6,"(89, 88)",architect,1,0.00946,0.00946,"[(55, 67), (55, 69), (55, 88), (58, 67), (58, 69), (58, 88), (85, 69), (85, 88), (87, 67), (87, 88), (89, 67), (89, 69), (89, 88), (95, 67), (95, 69), (95, 88), (96, 67), (96, 69), (96, 88), (97, 67), (97, 69), (97, 88), (99, 67), (99, 69), (99, 88), (104, 67), (104, 69), (104, 88), (106, 67), (106, 69)]",0.00346,0.00346,"[(89, 67)]",NA,NA,NA,NA,NA,NA
11043,cover blue all,9,cover,6,7,"(55, 54)",helper,0,NA,NA,NA,NA,NA,NA,0.0,0.04339,"[(58, 89)]",0.0,0.02041,"[(58, 89)]"
11043,cover blue all,9,cover,6,8,"(107, 69)",architect,1,0.0102,0.0102,"[(54, 67), (54, 69), (58, 67), (58, 69), (73, 67), (73, 69), (85, 69), (87, 67), (95, 67), (95, 69), (96, 67), (96, 69), (97, 67), (97, 69), (99, 67), (99, 69), (104, 67), (104, 69), (107, 67), (107, 69)]",0.00346,0.00346,"[(107, 67)]",NA,NA,NA,NA,NA,NA
11043,cover blue all,9,cover,6,9,pass,helper,0,NA,NA,NA,NA,NA,NA,0.0,0.0412,"[(58, 107)]",0.0,0.02026,"[(58, 107)]"
11043,cover blue all,9,cover,6,10,"(104, 67)",architect,1,0.01265,0.01265,"[(54, 67), (58, 67), (73, 67), (95, 67), (96, 67), (97, 67), (99, 67), (104, 67)]",0.00368,0.00368,"[(96, 67)]",NA,NA,NA,NA,NA,NA
