ID,goal,goal_number,goal_type,optimal_moves,move_id,move,role,move_utility
91484.0,fill nocolor C1,1,fill,13,0,"(70, 84)",architect,1
91484.0,fill nocolor C1,1,fill,13,1,"(88, 66)",helper,1
91484.0,fill nocolor C1,1,fill,13,2,"(89, 67)",architect,1
91484.0,fill nocolor C1,1,fill,13,3,"(107, 49)",helper,1
91484.0,fill nocolor C1,1,fill,13,4,"(87, 68)",architect,1
91484.0,fill nocolor C1,1,fill,13,5,"(105, 50)",helper,1
91484.0,fill nocolor C1,1,fill,13,6,"(82, 48)",architect,1
91484.0,fill nocolor C1,1,fill,13,7,"(100, 30)",helper,1
91484.0,fill nocolor C1,1,fill,13,8,"(80, 31)",architect,1
91484.0,fill nocolor C1,1,fill,13,9,"(98, 13)",helper,1
91484.0,fill nocolor C1,1,fill,13,10,"(81, 32)",architect,1
91484.0,fill nocolor C1,1,fill,13,11,"(99, 14)",helper,1
91484.0,fill nocolor C1,1,fill,13,12,"(97, 12)",architect,1
91484.0,fill nocolor A2,2,fill,14,0,"(92, 93)",architect,1
91484.0,fill nocolor A2,2,fill,14,1,pass,helper,0
91484.0,fill nocolor A2,2,fill,14,2,"(91, 75)",architect,1
91484.0,fill nocolor A2,2,fill,14,3,"(72, 57)",helper,1
91484.0,fill nocolor A2,2,fill,14,4,"(90, 77)",architect,1
91484.0,fill nocolor A2,2,fill,14,5,"(80, 59)",helper,1
91484.0,fill nocolor A2,2,fill,14,6,"(96, 39)",architect,1
91484.0,fill nocolor A2,2,fill,14,7,"(97, 21)",helper,1
91484.0,fill nocolor A2,2,fill,14,8,"(98, 40)",architect,1
91484.0,fill nocolor A2,2,fill,14,9,"(81, 22)",helper,1
91484.0,fill nocolor A2,2,fill,14,10,"(82, 41)",architect,1
91484.0,fill nocolor A2,2,fill,14,11,"(99, 23)",helper,1
91484.0,fill nocolor A2,2,fill,14,12,"(83, 3)",architect,1
91484.0,fill nocolor A2,2,fill,14,13,"(102, 4)",helper,1
91484.0,fill nocolor A2,2,fill,14,14,"(101, 5)",architect,1
91484.0,cover green all,3,cover,4,0,"(83, 64)",architect,0
91484.0,cover green all,3,cover,4,1,pass,helper,0
91484.0,cover green all,3,cover,4,2,"(91, 54)",architect,1
91484.0,cover green all,3,cover,4,3,pass,helper,0
91484.0,cover green all,3,cover,4,4,"(97, 63)",architect,1
91484.0,cover green all,3,cover,4,5,"(89, 69)",helper,0
91484.0,cover green all,3,cover,4,6,"(96, 83)",architect,1
91484.0,cover green all,3,cover,4,7,"(107, 65)",helper,0
91484.0,cover green all,3,cover,4,8,"(69, 67)",architect,1
91484.0,cover red all,4,cover,7,0,"(92, 73)",architect,1
91484.0,cover red all,4,cover,7,1,pass,helper,0
91484.0,cover red all,4,cover,7,2,"(97, 62)",architect,1
91484.0,cover red all,4,cover,7,3,"(58, 71)",helper,1
91484.0,cover red all,4,cover,7,4,"(82, 65)",architect,1
91484.0,cover red all,4,cover,7,5,"(76, 69)",helper,1
91484.0,cover red all,4,cover,7,6,"(85, 84)",architect,1
91484.0,cover red all,4,cover,7,7,"(95, 52)",helper,1
91484.0,move red A,5,move,9,0,"(80, 73)",architect,1
91484.0,move red A,5,move,9,1,pass,helper,0
91484.0,move red A,5,move,9,2,"(98, 74)",architect,1
91484.0,move red A,5,move,9,3,"(70, 56)",helper,1
91484.0,move red A,5,move,9,4,"(83, 55)",architect,1
91484.0,move red A,5,move,9,5,"(102, 54)",helper,1
91484.0,move red A,5,move,9,6,"(87, 36)",architect,1
91484.0,move red A,5,move,9,7,"(88, 83)",helper,1
91484.0,move red A,5,move,9,8,"(89, 37)",architect,1
91484.0,move red A,5,move,9,9,"(106, 38)",helper,1
91484.0,uncover red all,6,uncover,4,0,"(72, 74)",architect,1
91484.0,uncover red all,6,uncover,4,1,pass,helper,0
91484.0,uncover red all,6,uncover,4,2,"(70, 67)",architect,1
91484.0,uncover red all,6,uncover,4,3,pass,helper,0
91484.0,uncover red all,6,uncover,4,4,"(88, 68)",architect,1
91484.0,uncover red all,6,uncover,4,5,"(81, 79)",helper,0
91484.0,uncover red all,6,uncover,4,6,"(80, 78)",architect,1
91484.0,clear nocolor A2,7,clear,4,0,"(58, 73)",architect,1
91484.0,clear nocolor A2,7,clear,4,1,"(76, 62)",helper,1
91484.0,clear nocolor A2,7,clear,4,2,"(94, 63)",architect,1
91484.0,clear nocolor A2,7,clear,4,3,"(72, 45)",helper,0
91484.0,clear nocolor A2,7,clear,4,4,"(95, 74)",architect,1
91484.0,clear nocolor A1,8,clear,4,0,"(92, 93)",architect,1
91484.0,clear nocolor A1,8,clear,4,1,pass,helper,0
91484.0,clear nocolor A1,8,clear,4,2,"(72, 75)",architect,1
91484.0,clear nocolor A1,8,clear,4,3,pass,helper,0
91484.0,clear nocolor A1,8,clear,4,4,"(91, 77)",architect,1
91484.0,clear nocolor A1,8,clear,4,5,"(90, 57)",helper,1
91484.0,move blue C,9,move,8,0,"(92, 84)",architect,1
91484.0,move blue C,9,move,8,1,pass,helper,0
91484.0,move blue C,9,move,8,2,"(58, 66)",architect,1
91484.0,move blue C,9,move,8,3,pass,helper,0
91484.0,move blue C,9,move,8,4,"(76, 67)",architect,1
91484.0,move blue C,9,move,8,5,"(95, 68)",helper,1
91484.0,move blue C,9,move,8,6,"(96, 48)",architect,1
91484.0,move blue C,9,move,8,7,"(97, 49)",helper,1
91484.0,move blue C,9,move,8,8,"(82, 63)",architect,1
91484.0,move blue C,9,move,8,9,"(100, 50)",helper,1
91484.0,uncover green all,10,uncover,7,0,"(83, 78)",architect,1
91484.0,uncover green all,10,uncover,7,1,pass,helper,0
91484.0,uncover green all,10,uncover,7,2,"(81, 62)",architect,1
91484.0,uncover green all,10,uncover,7,3,pass,helper,0
91484.0,uncover green all,10,uncover,7,4,"(58, 93)",architect,1
91484.0,uncover green all,10,uncover,7,5,pass,helper,0
91484.0,uncover green all,10,uncover,7,6,"(76, 75)",architect,1
91484.0,uncover green all,10,uncover,7,7,pass,helper,0
91484.0,uncover green all,10,uncover,7,8,"(86, 84)",architect,1
91484.0,uncover green all,10,uncover,7,9,pass,helper,0
91484.0,uncover green all,10,uncover,7,10,"(70, 71)",architect,1
91484.0,uncover green all,10,uncover,7,11,pass,helper,0
91484.0,uncover green all,10,uncover,7,12,"(87, 53)",architect,1
98763.0,cover red all,1,cover,7,0,"(95, 78)",architect,1
98763.0,cover red all,1,cover,7,1,pass,helper,0
98763.0,cover red all,1,cover,7,2,"(104, 61)",architect,1
98763.0,cover red all,1,cover,7,3,pass,helper,0
98763.0,cover red all,1,cover,7,4,"(84, 62)",architect,1
98763.0,cover red all,1,cover,7,5,"(105, 60)",helper,0
98763.0,cover red all,1,cover,7,6,"(57, 64)",architect,1
98763.0,cover red all,1,cover,7,7,"(102, 43)",helper,0
98763.0,cover red all,1,cover,7,8,"(43, 83)",architect,1
98763.0,cover red all,1,cover,7,9,"(85, 43)",helper,-1
98763.0,cover red all,1,cover,7,10,"(43, 85)",architect,1
98763.0,cover red all,1,cover,7,11,pass,helper,0
98763.0,cover red all,1,cover,7,12,"(75, 71)",architect,1
98763.0,cover red all,1,cover,7,13,pass,helper,0
98763.0,cover red all,1,cover,7,14,"(93, 70)",architect,1
98763.0,clear nocolor A2,2,clear,4,0,"(57, 74)",architect,1
98763.0,clear nocolor A2,2,clear,4,1,pass,helper,0
98763.0,clear nocolor A2,2,clear,4,2,"(95, 55)",architect,1
98763.0,clear nocolor A2,2,clear,4,3,"(105, 56)",helper,0
98763.0,clear nocolor A2,2,clear,4,4,"(75, 36)",architect,1
98763.0,clear nocolor A2,2,clear,4,5,"(79, 78)",helper,0
98763.0,clear nocolor A2,2,clear,4,6,"(93, 37)",architect,1
98763.0,fill nocolor B1,3,fill,13,0,"(95, 78)",architect,1
98763.0,fill nocolor B1,3,fill,13,1,"(57, 61)",helper,1
98763.0,fill nocolor B1,3,fill,13,2,"(75, 60)",architect,1
98763.0,fill nocolor B1,3,fill,13,3,"(93, 62)",helper,1
98763.0,fill nocolor B1,3,fill,13,4,"(92, 44)",architect,1
98763.0,fill nocolor B1,3,fill,13,5,"(54, 43)",helper,1
98763.0,fill nocolor B1,3,fill,13,6,"(73, 42)",architect,1
98763.0,fill nocolor B1,3,fill,13,7,"(72, 26)",helper,1
98763.0,fill nocolor B1,3,fill,13,8,"(90, 25)",architect,1
98763.0,fill nocolor B1,3,fill,13,9,"(91, 24)",helper,1
98763.0,fill nocolor B1,3,fill,13,10,"(82, 8)",architect,1
98763.0,fill nocolor B1,3,fill,13,11,"(101, 7)",helper,1
98763.0,fill nocolor B1,3,fill,13,12,"(81, 6)",architect,1
98763.0,uncover blue all,4,uncover,5,0,"(73, 94)",architect,1
98763.0,uncover blue all,4,uncover,5,1,pass,helper,0
98763.0,uncover blue all,4,uncover,5,2,"(57, 77)",architect,1
98763.0,uncover blue all,4,uncover,5,3,pass,helper,0
98763.0,uncover blue all,4,uncover,5,4,"(89, 62)",architect,1
98763.0,uncover blue all,4,uncover,5,5,"(88, 61)",helper,0
98763.0,uncover blue all,4,uncover,5,6,"(82, 78)",architect,1
98763.0,uncover blue all,4,uncover,5,7,"(101, 60)",helper,0
98763.0,uncover blue all,4,uncover,5,8,"(75, 74)",architect,-1
98763.0,uncover blue all,4,uncover,5,9,"(100, 73)",helper,-1
98763.0,uncover blue all,4,uncover,5,10,"(81, 56)",architect,-1
98763.0,uncover blue all,4,uncover,5,11,"(84, 55)",helper,-1
98763.0,uncover blue all,4,uncover,5,12,"(85, 38)",architect,-1
98763.0,uncover blue all,4,uncover,5,13,"(107, 37)",helper,-1
98763.0,uncover blue all,4,uncover,5,14,"(54, 20)",architect,0
98763.0,uncover blue all,4,uncover,5,15,"(72, 19)",helper,-1
98763.0,uncover blue all,4,uncover,5,16,"(90, 100)",architect,0
98763.0,uncover blue all,4,uncover,5,17,"(103, 101)",helper,0
98763.0,uncover blue all,4,uncover,5,18,"(19, 90)",architect,1
98763.0,uncover blue all,4,uncover,5,19,"(20, 72)",helper,0
98763.0,uncover blue all,4,uncover,5,20,"(102, 76)",architect,0
98763.0,uncover blue all,4,uncover,5,21,"(104, 75)",helper,0
98763.0,uncover blue all,4,uncover,5,22,"(105, 59)",architect,0
98763.0,uncover blue all,4,uncover,5,23,"(106, 58)",helper,0
98763.0,uncover blue all,4,uncover,5,24,"(37, 102)",architect,1
98763.0,uncover blue all,4,uncover,5,25,"(38, 103)",helper,1
98763.0,uncover blue all,4,uncover,5,26,"(56, 104)",architect,1
98763.0,uncover blue all,4,uncover,5,27,"(55, 86)",helper,0
98763.0,uncover blue all,4,uncover,5,28,"(86, 105)",architect,1
98763.0,uncover blue all,4,uncover,5,29,pass,helper,0
98763.0,uncover blue all,4,uncover,5,30,"(74, 106)",architect,1
98763.0,uncover blue all,4,uncover,5,31,"(73, 107)",helper,1
98763.0,uncover blue all,4,uncover,5,32,"(101, 44)",architect,0
98763.0,uncover blue all,4,uncover,5,33,"(100, 43)",helper,0
98763.0,uncover blue all,4,uncover,5,34,"(72, 101)",architect,1
98763.0,move blue B2,5,move,11,0,"(101, 94)",architect,0
98763.0,move blue B2,5,move,11,1,pass,helper,0
98763.0,move blue B2,5,move,11,2,"(84, 101)",architect,1
98763.0,move blue B2,5,move,11,3,"(85, 83)",helper,1
98763.0,move blue B2,5,move,11,4,"(54, 65)",architect,1
98763.0,move blue B2,5,move,11,5,"(82, 78)",helper,0
98763.0,move blue B2,5,move,11,6,"(72, 82)",architect,1
98763.0,move blue B2,5,move,11,7,"(81, 64)",helper,0
98763.0,move blue B2,5,move,11,8,"(99, 60)",architect,0
98763.0,move blue B2,5,move,11,9,"(92, 99)",helper,1
98763.0,move blue B2,5,move,11,10,"(73, 92)",architect,1
98763.0,move blue B2,5,move,11,11,"(91, 81)",helper,1
98763.0,move blue B2,5,move,11,12,"(57, 77)",architect,1
98763.0,move blue B2,5,move,11,13,"(75, 63)",helper,1
98763.0,move blue B2,5,move,11,14,"(89, 86)",architect,1
98763.0,move blue B2,5,move,11,15,"(107, 47)",helper,1
98763.0,fill nocolor A2,6,fill,14,0,"(79, 94)",architect,1
98763.0,fill nocolor A2,6,fill,14,1,pass,helper,0
98763.0,fill nocolor A2,6,fill,14,2,"(80, 76)",architect,1
98763.0,fill nocolor A2,6,fill,14,3,"(82, 58)",helper,1
98763.0,fill nocolor A2,6,fill,14,4,"(97, 77)",architect,1
98763.0,fill nocolor A2,6,fill,14,5,"(96, 40)",helper,1
98763.0,fill nocolor A2,6,fill,14,6,"(98, 59)",architect,1
98763.0,fill nocolor A2,6,fill,14,7,pass,helper,0
98763.0,fill nocolor A2,6,fill,14,8,"(105, 39)",architect,1
98763.0,fill nocolor A2,6,fill,14,9,"(88, 22)",helper,1
98763.0,fill nocolor A2,6,fill,14,10,"(106, 21)",architect,1
98763.0,fill nocolor A2,6,fill,14,11,"(89, 4)",helper,1
98763.0,fill nocolor A2,6,fill,14,12,"(104, 41)",architect,1
98763.0,fill nocolor A2,6,fill,14,13,"(85, 104)",helper,0
98763.0,fill nocolor A2,6,fill,14,14,"(54, 3)",architect,1
98763.0,fill nocolor A2,6,fill,14,15,"(104, 23)",helper,1
98763.0,fill nocolor A2,6,fill,14,16,"(73, 5)",architect,1
98763.0,cover green all,7,cover,5,0,"(54, 55)",architect,1
98763.0,cover green all,7,cover,5,1,"(72, 37)",helper,0
98763.0,cover green all,7,cover,5,2,"(37, 77)",architect,1
98763.0,cover green all,7,cover,5,3,pass,helper,0
98763.0,cover green all,7,cover,5,4,"(90, 39)",architect,1
98763.0,cover green all,7,cover,5,5,"(55, 59)",helper,-1
98763.0,cover green all,7,cover,5,6,"(59, 55)",architect,1
98763.0,cover green all,7,cover,5,7,pass,helper,0
98763.0,cover green all,7,cover,5,8,"(85, 86)",architect,1
98763.0,cover green all,7,cover,5,9,pass,helper,0
98763.0,cover green all,7,cover,5,10,"(89, 87)",architect,1
98763.0,move blue B,8,move,11,0,"(81, 83)",architect,0
98763.0,move blue B,8,move,11,1,pass,helper,0
98763.0,move blue B,8,move,11,2,"(99, 78)",architect,0
98763.0,move blue B,8,move,11,3,pass,helper,0
98763.0,move blue B,8,move,11,4,"(54, 99)",architect,1
98763.0,move blue B,8,move,11,5,"(72, 81)",helper,1
98763.0,move blue B,8,move,11,6,"(84, 63)",architect,1
98763.0,move blue B,8,move,11,7,pass,helper,0
98763.0,move blue B,8,move,11,8,"(85, 45)",architect,1
98763.0,move blue B,8,move,11,9,"(83, 27)",helper,0
98763.0,move blue B,8,move,11,10,"(92, 9)",architect,1
98763.0,move blue B,8,move,11,11,"(73, 92)",helper,1
98763.0,move blue B,8,move,11,12,"(101, 86)",architect,0
98763.0,move blue B,8,move,11,13,"(82, 85)",helper,0
98763.0,move blue B,8,move,11,14,"(91, 101)",architect,1
98763.0,move blue B,8,move,11,15,"(89, 87)",helper,1
98763.0,move blue B,8,move,11,16,"(107, 82)",architect,1
98763.0,move blue B,8,move,11,17,"(57, 94)",helper,1
98763.0,move blue B,8,move,11,18,"(75, 83)",architect,1
98763.0,clear nocolor C,9,clear,10,0,"(88, 78)",architect,1
98763.0,clear nocolor C,9,clear,10,1,"(89, 62)",helper,1
98763.0,clear nocolor C,9,clear,10,2,"(107, 74)",architect,1
98763.0,clear nocolor C,9,clear,10,3,pass,helper,0
98763.0,clear nocolor C,9,clear,10,4,"(85, 56)",architect,1
98763.0,clear nocolor C,9,clear,10,5,"(84, 55)",helper,1
98763.0,clear nocolor C,9,clear,10,6,"(102, 94)",architect,1
98763.0,clear nocolor C,9,clear,10,7,"(104, 77)",helper,1
98763.0,clear nocolor C,9,clear,10,8,"(105, 76)",architect,1
98763.0,clear nocolor C,9,clear,10,9,"(106, 59)",helper,1
98763.0,clear nocolor C,9,clear,10,10,"(103, 83)",architect,1
98763.0,uncover red all,10,uncover,4,0,"(54, 94)",architect,1
98763.0,uncover red all,10,uncover,4,1,"(72, 76)",helper,1
98763.0,uncover red all,10,uncover,4,2,"(81, 58)",architect,1
98763.0,uncover red all,10,uncover,4,3,"(82, 81)",helper,-1
98763.0,uncover red all,10,uncover,4,4,"(81, 82)",architect,1
98763.0,uncover red all,10,uncover,4,5,pass,helper,0
98763.0,uncover red all,10,uncover,4,6,"(85, 86)",architect,1
33708.0,fill nocolor A1,1,fill,12,0,"(75, 73)",architect,1
33708.0,fill nocolor A1,1,fill,12,1,"(93, 55)",helper,1
33708.0,fill nocolor A1,1,fill,12,2,"(94, 37)",architect,1
33708.0,fill nocolor A1,1,fill,12,3,"(95, 36)",helper,1
33708.0,fill nocolor A1,1,fill,12,4,"(78, 56)",architect,1
33708.0,fill nocolor A1,1,fill,12,5,"(96, 18)",helper,1
33708.0,fill nocolor A1,1,fill,12,6,"(79, 38)",architect,1
33708.0,fill nocolor A1,1,fill,12,7,"(97, 19)",helper,1
33708.0,fill nocolor A1,1,fill,12,8,"(81, 20)",architect,1
33708.0,fill nocolor A1,1,fill,12,9,"(99, 1)",helper,1
33708.0,fill nocolor A1,1,fill,12,10,"(101, 0)",architect,1
33708.0,fill nocolor A1,1,fill,12,11,"(67, 69)",helper,0
33708.0,fill nocolor A1,1,fill,12,12,"(66, 2)",architect,1
33708.0,uncover green all,2,uncover,6,0,"(81, 83)",architect,1
33708.0,uncover green all,2,uncover,6,1,"(78, 65)",helper,0
33708.0,uncover green all,2,uncover,6,2,"(79, 78)",architect,1
33708.0,uncover green all,2,uncover,6,3,"(99, 79)",helper,-1
33708.0,uncover green all,2,uncover,6,4,"(87, 86)",architect,-1
33708.0,uncover green all,2,uncover,6,5,"(67, 68)",helper,0
33708.0,uncover green all,2,uncover,6,6,"(85, 87)",architect,1
33708.0,uncover green all,2,uncover,6,7,"(94, 85)",helper,-1
33708.0,uncover green all,2,uncover,6,8,"(66, 67)",architect,-1
33708.0,uncover green all,2,uncover,6,9,"(65, 66)",helper,0
33708.0,uncover green all,2,uncover,6,10,"(54, 73)",architect,1
33708.0,uncover green all,2,uncover,6,11,"(83, 48)",helper,0
33708.0,uncover green all,2,uncover,6,12,"(72, 55)",architect,1
33708.0,uncover green all,2,uncover,6,13,"(87, 30)",helper,0
33708.0,uncover green all,2,uncover,6,14,"(74, 49)",architect,-1
33708.0,uncover green all,2,uncover,6,15,"(90, 50)",helper,-1
33708.0,uncover green all,2,uncover,6,16,"(79, 31)",architect,0
33708.0,uncover green all,2,uncover,6,17,"(97, 32)",helper,-1
33708.0,uncover green all,2,uncover,6,18,"(30, 87)",architect,0
33708.0,uncover green all,2,uncover,6,19,pass,helper,0
33708.0,uncover green all,2,uncover,6,20,"(78, 69)",architect,0
33708.0,uncover green all,2,uncover,6,21,"(75, 30)",helper,0
33708.0,uncover green all,2,uncover,6,22,"(96, 70)",architect,0
33708.0,uncover green all,2,uncover,6,23,"(101, 71)",helper,0
33708.0,uncover green all,2,uncover,6,24,"(31, 96)",architect,1
33708.0,uncover green all,2,uncover,6,25,"(55, 12)",helper,0
33708.0,uncover green all,2,uncover,6,26,"(32, 97)",architect,1
33708.0,uncover green all,2,uncover,6,27,"(73, 94)",helper,0
33708.0,uncover green all,2,uncover,6,28,"(49, 98)",architect,1
33708.0,uncover green all,2,uncover,6,29,"(50, 78)",helper,0
33708.0,uncover green all,2,uncover,6,30,"(78, 99)",architect,1
33708.0,uncover green all,2,uncover,6,31,"(67, 100)",helper,1
33708.0,uncover green all,2,uncover,6,32,"(68, 101)",architect,1
33708.0,uncover green all,2,uncover,6,33,"(69, 90)",helper,0
33708.0,uncover green all,2,uncover,6,34,"(90, 69)",architect,0
33708.0,uncover green all,2,uncover,6,35,"(12, 67)",helper,-1
33708.0,uncover green all,2,uncover,6,36,"(86, 90)",architect,1
33708.0,uncover green all,2,uncover,6,37,"(104, 83)",helper,-1
33708.0,uncover green all,2,uncover,6,38,"(83, 104)",architect,1
33708.0,uncover green all,2,uncover,6,39,pass,helper,0
33708.0,uncover green all,2,uncover,6,40,"(67, 51)",architect,1
33708.0,uncover green all,2,uncover,6,41,pass,helper,0
33708.0,uncover green all,2,uncover,6,42,"(91, 52)",architect,0
33708.0,uncover green all,2,uncover,6,43,"(92, 53)",helper,0
33708.0,uncover green all,2,uncover,6,44,"(85, 91)",architect,1
33708.0,move blue A1,3,move,11,0,"(74, 77)",architect,0
33708.0,move blue A1,3,move,11,1,"(66, 76)",helper,1
33708.0,move blue A1,3,move,11,2,"(54, 59)",architect,0
33708.0,move blue A1,3,move,11,3,"(92, 58)",helper,0
33708.0,move blue A1,3,move,11,4,"(91, 98)",architect,0
33708.0,move blue A1,3,move,11,5,"(101, 80)",helper,0
33708.0,move blue A1,3,move,11,6,"(72, 92)",architect,0
33708.0,move blue A1,3,move,11,7,"(58, 91)",helper,0
33708.0,move blue A1,3,move,11,8,"(91, 62)",architect,0
33708.0,move blue A1,3,move,11,9,"(59, 61)",helper,0
33708.0,move blue A1,3,move,11,10,"(90, 69)",architect,0
33708.0,move blue A1,3,move,11,11,"(92, 66)",helper,-1
33708.0,move blue A1,3,move,11,12,"(66, 90)",architect,1
33708.0,move blue A1,3,move,11,13,"(69, 91)",helper,0
33708.0,move blue A1,3,move,11,14,"(75, 72)",architect,1
33708.0,move blue A1,3,move,11,15,"(76, 73)",helper,0
33708.0,move blue A1,3,move,11,16,"(78, 54)",architect,1
33708.0,move blue A1,3,move,11,17,"(77, 55)",helper,0
33708.0,move blue A1,3,move,11,18,"(81, 92)",architect,1
33708.0,move blue A1,3,move,11,19,"(84, 74)",helper,1
33708.0,move blue A1,3,move,11,20,"(102, 56)",architect,1
33708.0,move blue A1,3,move,11,21,"(88, 36)",helper,1
33708.0,move blue A1,3,move,11,22,"(55, 100)",architect,0
33708.0,move blue A1,3,move,11,23,"(73, 101)",helper,0
33708.0,move blue A1,3,move,11,24,"(91, 83)",architect,0
33708.0,move blue A1,3,move,11,25,"(67, 82)",helper,1
33708.0,move blue A1,3,move,11,26,"(85, 91)",architect,1
33708.0,move blue A1,3,move,11,27,"(89, 73)",helper,1
33708.0,move blue A1,3,move,11,28,"(106, 55)",architect,1
33708.0,clear nocolor A,4,clear,10,0,"(74, 77)",architect,0
33708.0,clear nocolor A,4,clear,10,1,"(54, 61)",helper,1
33708.0,clear nocolor A,4,clear,10,2,"(72, 98)",architect,1
33708.0,clear nocolor A,4,clear,10,3,"(81, 80)",helper,0
33708.0,clear nocolor A,4,clear,10,4,"(90, 76)",architect,0
33708.0,clear nocolor A,4,clear,10,5,"(61, 90)",helper,-1
33708.0,clear nocolor A,4,clear,10,6,"(90, 81)",architect,1
33708.0,clear nocolor A,4,clear,10,7,"(66, 100)",helper,0
33708.0,clear nocolor A,4,clear,10,8,"(91, 82)",architect,1
33708.0,clear nocolor A,4,clear,10,9,"(92, 83)",helper,1
33708.0,clear nocolor A,4,clear,10,10,"(77, 60)",architect,1
33708.0,clear nocolor A,4,clear,10,11,"(67, 61)",helper,0
33708.0,clear nocolor A,4,clear,10,12,"(95, 62)",architect,1
33708.0,clear nocolor A,4,clear,10,13,"(85, 42)",helper,0
33708.0,clear nocolor A,4,clear,10,14,"(76, 43)",architect,1
33708.0,clear nocolor A,4,clear,10,15,"(75, 24)",helper,1
33708.0,clear nocolor A,4,clear,10,16,"(94, 44)",architect,1
33708.0,clear nocolor A,4,clear,10,17,"(84, 25)",helper,0
33708.0,clear nocolor A,4,clear,10,18,"(93, 63)",architect,1
33708.0,cover green all,5,cover,6,0,"(67, 86)",architect,1
33708.0,cover green all,5,cover,6,1,"(87, 68)",helper,1
33708.0,cover green all,5,cover,6,2,"(85, 48)",architect,0
33708.0,cover green all,5,cover,6,3,"(74, 30)",helper,0
33708.0,cover green all,5,cover,6,4,"(79, 12)",architect,0
33708.0,cover green all,5,cover,6,5,"(81, 85)",helper,0
33708.0,cover green all,5,cover,6,6,"(54, 76)",architect,1
33708.0,cover green all,5,cover,6,7,"(72, 77)",helper,-1
33708.0,cover green all,5,cover,6,8,"(77, 72)",architect,1
33708.0,cover green all,5,cover,6,9,"(78, 54)",helper,0
33708.0,cover green all,5,cover,6,10,"(96, 79)",architect,1
33708.0,cover green all,5,cover,6,11,"(99, 61)",helper,0
33708.0,cover green all,5,cover,6,12,"(101, 43)",architect,1
33708.0,cover green all,5,cover,6,13,"(68, 25)",helper,-1
33708.0,cover green all,5,cover,6,14,"(105, 7)",architect,1
33708.0,cover green all,5,cover,6,15,"(76, 36)",helper,-1
33708.0,cover green all,5,cover,6,16,"(75, 76)",architect,1
33708.0,cover green all,5,cover,6,17,"(86, 58)",helper,-1
33708.0,cover green all,5,cover,6,18,"(88, 40)",architect,1
33708.0,cover green all,5,cover,6,19,"(104, 22)",helper,0
33708.0,cover green all,5,cover,6,20,"(106, 4)",architect,1
33708.0,clear nocolor C2,6,clear,6,0,"(87, 86)",architect,1
33708.0,clear nocolor C2,6,clear,6,1,"(74, 68)",helper,0
33708.0,clear nocolor C2,6,clear,6,2,"(105, 50)",architect,1
33708.0,clear nocolor C2,6,clear,6,3,"(101, 49)",helper,0
33708.0,clear nocolor C2,6,clear,6,4,"(88, 48)",architect,1
33708.0,clear nocolor C2,6,clear,6,5,"(106, 30)",helper,1
33708.0,clear nocolor C2,6,clear,6,6,"(89, 31)",architect,1
33708.0,clear nocolor C2,6,clear,6,7,"(79, 32)",helper,0
33708.0,clear nocolor C2,6,clear,6,8,"(107, 63)",architect,1
33708.0,fill nocolor B2,7,fill,15,0,"(66, 100)",architect,1
33708.0,fill nocolor B2,7,fill,15,1,"(79, 82)",helper,1
33708.0,fill nocolor B2,7,fill,15,2,"(84, 83)",architect,1
33708.0,fill nocolor B2,7,fill,15,3,"(54, 63)",helper,1
33708.0,fill nocolor B2,7,fill,15,4,"(67, 64)",architect,1
33708.0,fill nocolor B2,7,fill,15,5,"(85, 84)",helper,0
33708.0,fill nocolor B2,7,fill,15,6,"(84, 65)",architect,1
33708.0,fill nocolor B2,7,fill,15,7,"(95, 45)",helper,1
33708.0,fill nocolor B2,7,fill,15,8,"(78, 46)",architect,1
33708.0,fill nocolor B2,7,fill,15,9,"(94, 47)",helper,1
33708.0,fill nocolor B2,7,fill,15,10,"(75, 27)",architect,1
33708.0,fill nocolor B2,7,fill,15,11,"(96, 28)",helper,1
33708.0,fill nocolor B2,7,fill,15,12,"(97, 29)",architect,1
33708.0,fill nocolor B2,7,fill,15,13,"(93, 11)",helper,1
33708.0,fill nocolor B2,7,fill,15,14,"(87, 10)",architect,1
33708.0,fill nocolor B2,7,fill,15,15,"(88, 9)",helper,1
33708.0,cover red all,8,cover,5,0,"(94, 77)",architect,1
33708.0,cover red all,8,cover,5,1,"(78, 59)",helper,-1
33708.0,cover red all,8,cover,5,2,"(59, 78)",architect,1
33708.0,cover red all,8,cover,5,3,"(66, 60)",helper,0
33708.0,cover red all,8,cover,5,4,"(81, 83)",architect,1
33708.0,cover red all,8,cover,5,5,"(54, 81)",helper,0
33708.0,cover red all,8,cover,5,6,"(60, 63)",architect,1
33708.0,cover red all,8,cover,5,7,"(91, 65)",helper,0
33708.0,cover red all,8,cover,5,8,"(67, 47)",architect,1
33708.0,cover red all,8,cover,5,9,"(79, 45)",helper,0
33708.0,cover red all,8,cover,5,10,"(97, 27)",architect,1
33708.0,uncover blue all,9,uncover,5,0,"(54, 73)",architect,1
33708.0,uncover blue all,9,uncover,5,1,"(66, 76)",helper,1
33708.0,uncover blue all,9,uncover,5,2,"(67, 86)",architect,1
33708.0,uncover blue all,9,uncover,5,3,"(81, 100)",helper,0
33708.0,uncover blue all,9,uncover,5,4,"(84, 98)",architect,1
33708.0,uncover blue all,9,uncover,5,5,"(79, 77)",helper,0
33708.0,uncover blue all,9,uncover,5,6,"(88, 79)",architect,1
