"helperRandCode","architectRandCode","config","goalnumber","goal","helperChoice","helperChoiceTime","helperMove","architectMove","architectChoiceTime","goalSuccess"
53968,"NA","white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all",999,"NA",999,"move a block from row5cell15 to circlerow6cell17",4844,"NA"
"NA",11918,"NA",1,"cover blue all","move",6949,"move a block from row6cell15 to circlerow5cell18",999,"NA",0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all",999,"NA",999,"move a block from row6cell14 to circlerow4cell04",9674,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all","pass",10073,"pass",999,9674,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all",999,10073,999,"move a block from row5cell18 to circlerow5cell13",2719,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all","pass",4926,"pass",999,2719,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all",999,4926,999,"move a block from row6cell18 to circlerow5cell16",3021,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all","pass",5836,"pass",999,3021,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all",999,5836,999,"move a block from row4cell12 to circlerow5cell17",4384,0
53968,11918,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,green,white,green,white,white,white,white,white,white,white,green,green,blue,red,red,green,white,red,blue,white,green,white,white,blue,white,white,white,white,red,blue,blue,blue,red,green,red,blue,green,red,blue,blue,green,red,blue,white,red",1,"cover blue all","done",5836,"done",999,4384,0
