"helperRandCode","architectRandCode","config","goalnumber","goal","helperChoice","helperChoiceTime","helperMove","architectMove","architectChoiceTime","goalSuccess"
70176,"NA","white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,"NA",999,"move a block from row5cell17 to circlerow5cell14",12154,"NA"
70176,96419,"NA",1,"fill nocolor C1","move",4164,"move a block from row6cell17 to circlerow5cell15",999,"NA",0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,4164,999,"move a block from row4cell18 to circlerow4cell13",3502,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1","move",2258,"move a block from row4cell05 to circlerow4cell14",999,3502,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,2258,999,"move a block from row5cell18 to circlerow4cell15",3023,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1","move",1840,"move a block from row6cell18 to circlerow3cell15",999,3023,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,1840,999,"move a block from row5cell11 to circlerow3cell14",1603,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1","move",5202,"move a block from row4cell10 to circlerow3cell13",999,1603,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,5202,999,"move a block from row5cell10 to circlerow2cell13",1926,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1","move",1182,"move a block from row6cell10 to circlerow2cell14",999,1926,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,1182,999,"move a block from row6cell11 to circlerow2cell15",1644,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1","move",2338,"move a block from row6cell12 to circlerow1cell15",999,1644,0
70176,96419,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,green,red,white,white,white,white,green,white,white,white,white,white,white,white,red,green,green,blue,red,red,white,white,white,blue,red,blue,white,blue,white,white,white,red,green,blue,red,blue,blue,red,green,white,white,green,red,green,blue,blue,blue,green,white,red,green",1,"fill nocolor C1",999,2338,999,"move a block from row5cell09 to circlerow1cell14",2192,0
