"helperRandCode","architectRandCode","config","goalnumber","goal","helperChoice","helperChoiceTime","helperMove","architectMove","architectChoiceTime","goalSuccess"
32385,"NA","white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all",999,"NA",999,"move a block from row5cell05 to circlerow6cell04",4826,"NA"
32385,11117,"NA",1,"uncover blue all","move",6403,"move a block from row5cell07 to circlerow5cell04",999,"NA",0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all",999,6403,999,"move a block from row4cell17 to circlerow5cell18",1957,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all","move",3220,"move a block from row6cell07 to circlerow4cell18",999,1957,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all",999,3220,999,"move a block from row4cell16 to circlerow4cell17",2065,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all","move",2329,"move a block from row5cell16 to circlerow3cell18",999,2065,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all",999,2329,999,"move a block from row4cell17 to circlerow6cell07",3938,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all","move",2754,"move a block from row5cell17 to circlerow5cell07",999,3938,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all",999,2754,999,"move a block from row5cell07 to circlerow5cell08",1237,0
32385,11117,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,white,white,white,white,white,white,white,white,white,white,green,blue,red,white,white,white,green,white,green,white,green,white,red,red,white,white,green,white,green,red,blue,white,blue,green,red,white,blue,blue,red,green,green,red,red,blue,red,blue,green,blue,blue,red",1,"uncover blue all","done",2754,"done",999,1237,0
