"helperRandCode","architectRandCode","config","goalnumber","goal","helperChoice","helperChoiceTime","helperMove","architectMove","architectChoiceTime","goalSuccess"
63576,"NA","white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all",999,"NA",999,"move a block from row5cell01 to circlerow3cell02",8985,"NA"
"NA",88043,"NA",1,"cover red all","move",20173,"move a block from row6cell01 to circlerow2cell02",999,"NA",0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all",999,"NA",999,"move a block from row4cell06 to circlerow4cell09",6015,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all","pass",28976,"pass",999,6015,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all",999,28976,999,"move a block from row2cell02 to circlerow4cell10",8429,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all","move",6154,"move a block from row3cell02 to circlerow4cell11",999,8429,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all",999,6154,999,"move a block from row5cell06 to circlerow3cell02",5777,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all","pass",24424,"pass",999,5777,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all",999,24424,999,"move a block from row6cell06 to circlerow4cell16",4364,0
63576,88043,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,red,white,green,white,blue,white,white,white,white,white,white,white,white,white,white,white,white,blue,red,white,red,white,green,blue,blue,red,red,green,blue,blue,white,white,red,white,white,green,green,white,red,white,green,blue,green,green,red,red,blue,green,blue,green,blue,red,white",1,"cover red all","move",14462,"move a block from row6cell17 to circlerow3cell16",999,4364,0
