"helperRandCode","architectRandCode","config","goalnumber","goal","helperChoice","helperChoiceTime","helperMove","architectMove","architectChoiceTime","goalSuccess"
66473,"NA","white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all",999,"NA",999,"move a block from row6cell01 to circlerow5cell05",8259,"NA"
66473,40138,"NA",1,"cover red all","pass",15938,"pass",999,"NA",0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all",999,"NA",999,"move a block from row5cell02 to circlerow4cell07",3735,"NA"
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all","move",2276,"move a block from row6cell02 to circlerow4cell10",999,3735,0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all",999,2276,999,"move a block from row6cell03 to circlerow4cell14",3992,0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all","move",1776,"move a block from row6cell04 to circlerow5cell16",999,3992,0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all",999,1776,999,"move a block from row4cell13 to circlerow4cell18",6333,0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all","pass",8404,"pass",999,6333,0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all",999,8404,999,"move a block from row4cell15 to circlerow4cell13",4137,0
66473,40138,"white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,white,blue,white,blue,white,white,white,white,green,white,white,white,white,red,blue,white,red,white,blue,red,red,green,white,green,red,blue,green,green,green,red,blue,red,red,green,blue,blue,red,red,green,blue,blue,green,green",1,"cover red all","done",8404,"done",999,4137,0
