"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"YWsr2HHD","40","male","18",0,0,0,0,0,"Mexican",0,1
"D2mRbzuT","29","Female","12",0,1,0,0,1,"No",0,0
