"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"WQRmdtdS","60","female","16",0,0,0,0,1,"no",0,0
"Zn7429tO","30","Male","15",0,0,1,0,0,"No",0,0
