"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"BVZSn60n","48","male","16",0,0,0,0,1,"no",0,0
"PkjC6jOS","58","Female","16",0,0,0,1,0,"No",0,0
