"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"qJ4CJkmN","39","F","12",0,0,0,0,1,"no",0,0
"5mYLkM6g","36","female","14",0,0,0,0,1,"no",0,0
