"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"125781333020678","22","Female","15",0,0,0,0,1,"Yes",0,0
"964486777931996","19","Woman","13",0,0,0,0,0,"Yes",1,0
