"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"SEtMPlwA","26","Male","16",0,0,1,0,0,"n/a",0,0
"3laUJdMB","41","Male","18",0,0,1,0,0,"No",0,0
