"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"L0pz83Nl","42","Male","14",0,0,0,0,1,"No",0,0
"29TIh5mF","57","female","16",0,0,0,0,1,"no",0,0
