"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"2KHgC8Zl","34","Male","15",0,0,1,0,0,"No",0,0
"MX9AJtkI","30","Female","15",0,0,1,0,0,"No",0,0
