"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"0FasCMRO","56","male","18",0,0,1,0,0,"no",0,0
"IYG4ERhG","36","Female","24",0,0,1,0,0,"No",0,0
