"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"hAog8DRA","40","female","16",0,0,1,0,0,"no",0,0
"dmZeYZJJ","20","male","1",0,0,0,0,1,"no",0,0
