"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"xWYdYi7J","41","female","16",0,0,1,0,1,"no",0,0
"Qo72gUHN","42","Female","19",0,0,0,1,0,"no",0,0
