"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"c4zrk8Q3","34","Male","12",0,0,0,0,1,"No",0,0
"jI663f5s","30","Female","16",0,0,1,0,0,"NO",0,0
