"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"50863543381191","21","Cis woman","15",0,0,1,0,0,"No",0,0
"17644208043938","19","Male","13",0,0,0,0,0,"Yes",0,0
