"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"UFTWaha3","30","Female","15",0,0,1,0,0,"No",0,0
"EQS0Xtxo","35","Female","15",0,0,1,0,0,"No",0,0
