"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"RrDHIUWj","56","female","13",0,0,0,0,1,"No",0,0
"KveVyvhc","34","Male","17",0,0,1,0,0,"No",0,0
