"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"DxMM8YOW","32","nonbinary","18",0,0,0,1,1,"no",0,0
"EFSCe73o","36","male","19",0,0,0,0,1,"No",1,0
