"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"Pi5W5jYT","28","female","16",0,0,0,0,1,"no",0,0
"ntCVfbH0","33","Male","16",0,0,0,0,1,"No",0,0
