"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"wCGSir6g","59","female","12",0,0,0,0,1,"no",0,0
"pVxS0eQi","49","Male","16",0,0,0,0,1,"No",0,0
