"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"7m2C7Dhf","42","m","14",0,0,0,0,1,"n",0,0
"Dw2qbGqa","57","Male","17",0,0,1,0,0,"No",0,0
