"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"VjJlCH1V","42","Male","12",0,0,0,0,1,"No",0,0
"EtwPUx9L","31","Male","16",0,0,0,0,1,"No",0,0
