"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"gyKSw6cG","39","Male","18",0,1,0,0,0,"No",0,0
"yJZykhnm","38","female","12",0,0,1,0,0,"no",0,0
