"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"ZjwpVNBz","35","female","14",0,0,1,0,0,"No",0,0
"wVkYXZLG","32","Male","20",0,0,1,0,0,"No",0,0
