"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"BQKh4JWk","33","Male","12",0,0,0,0,1,"no",0,0
"YN3wetKh","38","Female","16",0,0,0,0,1,"No",0,0
