"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"fFh5EPcx","58","female","15",0,0,0,0,1,"no",0,0
"Q1h3qaip","49","male","16",0,0,0,1,0,"NO",0,0
