"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"HVQvS9x3","51","Female","13",0,0,0,0,1,"no",0,0
"Q5QYXDLh","36","male","17",0,0,1,0,0,"no",0,0
