"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"NeY4dAJd","42","Male","13",0,0,0,0,1,"no",0,0
"mfi9yNoF","37","female","15",0,0,0,1,0,"no",0,0
