"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"LxgFxJYP","39","male","13",0,0,0,0,1,"no",0,0
"Mt6r1bCA","30","Female","14",0,0,0,0,1,"no",0,0
