"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"XNCGJVZd","32","Female","14",0,0,0,0,1,"no",0,0
"bscUgeTj","59","Female","14",0,0,0,0,1,"no",0,0
