"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"TsvbKdmP","31","Male","12",0,0,0,0,1,"No",0,0
"snsdGiqv","62","female","16",0,0,0,0,1,"no",0,0
