"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"Otj8Jskl","28","male","16",0,0,0,0,1,"no",0,0
"FvqeUG2p","38","female","16",0,0,0,0,1,"no",0,0
