"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"SuJ3fq3q","43","Male","17",0,0,0,0,1,"No",0,0
"Wcv3qdOR","50","Male","16",0,0,0,0,1,"Latino",0,0
