"player","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"EfszCc2u","35","Female","14",0,0,0,0,1,"No",0,0
"XoYxYIdF","50","male","16",0,0,0,0,1,"no",0,0
