"player","ID","RandCode","age","gender","education","hawaii","native","asian","black","white","hispanic","more","no"
"F1ffC6TF","NA","NA","35","male","12",0,0,0,0,1,"no",0,0
"jPqsDX47","NA","NA","39","male","16",0,0,0,0,1,"No",0,0
